,name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent,season,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts
219,Tyrick Mitchell,DEF,Crystal Palace,3.0,1,1,29,0,37.0,170,22,1,0,7.1,34.4,2022-08-20T14:00:00Z,90,2,0,0,0,0,3,0,83765,1,3,0.0,6,-1000,6201,7201,45,True,0,Aston Villa,2022-23,0.0,0.0,0.0,0.0,0.0
220,Max Kilman,DEF,Wolves,2.8,0,0,16,0,0.8,484,29,1,0,2.7,22.0,2022-08-20T11:30:00Z,90,18,0,0,0,0,3,0,73247,0,1,4.0,2,-802,5502,6304,45,False,0,Spurs,2022-23,0.0,0.0,0.0,0.0,0.0
222,Dwight McNeil,MID,Everton,2.2,0,0,4,0,2.9,534,23,1,0,2.4,0.6,2022-08-20T14:00:00Z,33,16,0,0,0,0,3,0,29498,1,1,20.0,1,-5419,2318,7737,55,True,0,Nott'm Forest,2022-23,0.0,0.0,0.0,0.0,0.0
224,N'Golo Kanté,MID,Chelsea,0.0,0,0,0,0,0.0,134,25,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,11,0,0,0,0,3,0,295814,0,3,0.0,0,-118850,24637,143487,50,False,0,Leeds,2022-23,0.0,0.0,0.0,0.0,0.0
227,Ezri Konsa Ngoyo,DEF,Aston Villa,1.0,0,0,13,0,0.8,44,22,3,0,2.2,19.2,2022-08-20T14:00:00Z,90,7,0,0,0,0,3,0,26262,1,3,2.0,1,-3234,1607,4841,45,False,0,Crystal Palace,2022-23,0.0,0.0,0.0,0.0,0.0
231,Keinan Davis,FWD,Aston Villa,0.0,0,0,0,0,0.0,52,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,7,0,0,0,0,3,0,8392,1,3,0.0,0,-3283,172,3455,54,False,0,Crystal Palace,2022-23,0.0,0.0,0.0,0.0,0.0
234,Roberto Firmino,FWD,Liverpool,1.5,0,0,12,0,15.1,279,27,2,0,5.7,16.4,2022-08-22T19:00:00Z,90,14,0,0,0,0,3,0,116439,1,2,25.0,2,-2878,26247,29125,80,False,0,Man Utd,2022-23,0.0,0.0,0.0,0.0,0.0
235,Thiago Alcántara do Nascimento,MID,Liverpool,0.0,0,0,0,0,0.0,277,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,14,0,0,0,0,3,0,70596,1,2,0.0,0,-39841,1384,41225,53,False,0,Man Utd,2022-23,0.0,0.0,0.0,0.0,0.0
240,Bernd Leno,GK,Fulham,0.2,0,0,15,0,0.0,2,24,2,0,2.6,25.8,2022-08-20T14:00:00Z,90,4,0,0,0,0,3,3,121123,2,3,0.0,2,-13340,3510,16850,45,True,0,Brentford,2022-23,0.0,0.0,0.0,0.0,0.0
241,Kyle Walker-Peters,DEF,Southampton,3.0,0,0,9,0,31.4,409,26,1,0,5.0,13.0,2022-08-20T14:00:00Z,90,10,0,0,0,0,3,0,118330,2,1,6.0,2,8258,15565,7307,45,False,0,Leicester,2022-23,0.0,0.0,0.0,0.0,0.0
245,Steven Bergwijn,MID,Spurs,0.0,0,0,0,0,0.0,437,29,0,0,0.0,0.0,2022-08-20T11:30:00Z,0,20,0,0,0,0,3,0,221,0,1,0.0,0,-38,0,38,55,True,0,Wolves,2022-23,0.0,0.0,0.0,0.0,0.0
246,Saman Ghoddos,MID,Brentford,0.8,0,0,3,0,0.0,87,24,1,0,0.0,0.0,2022-08-20T14:00:00Z,7,9,0,0,0,0,3,0,2408,2,3,0.0,1,-125,333,458,50,False,0,Fulham,2022-23,0.0,0.0,0.0,0.0,0.0
249,Joelinton Cássio Apolinário de Lira,MID,Newcastle,2.0,0,0,9,0,22.0,371,28,3,0,4.7,20.8,2022-08-21T15:30:00Z,90,13,0,0,0,0,3,0,68717,3,3,4.0,1,-10528,5823,16351,60,True,1,Man City,2022-23,0.0,0.0,0.0,0.0,0.0
252,Adam Forshaw,MID,Leeds,-0.3,0,0,3,0,0.4,224,25,0,0,0.1,0.8,2022-08-21T13:00:00Z,29,6,0,0,0,0,3,0,6276,0,3,0.0,1,353,1120,767,45,True,0,Chelsea,2022-23,0.0,0.0,0.0,0.0,0.0
258,Hakim Ziyech,MID,Chelsea,1.3,0,0,6,0,21.7,135,25,1,0,4.3,5.4,2022-08-21T13:00:00Z,26,11,0,0,0,0,3,0,36212,0,3,16.0,1,-7432,3610,11042,58,False,0,Leeds,2022-23,0.0,0.0,0.0,0.0,0.0
261,Tomas Soucek,MID,West Ham,2.0,0,0,11,0,1.6,468,30,2,0,7.5,17.8,2022-08-21T13:00:00Z,90,5,0,0,0,0,3,0,145036,2,0,56.0,2,-13872,7678,21550,55,True,0,Brighton,2022-23,0.0,0.0,0.0,0.0,0.0
263,Mads Roerslev Rasmussen,DEF,Brentford,2.5,0,0,0,0,0.0,90,24,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,9,0,0,0,0,3,0,5372,2,3,0.0,0,163,557,394,45,False,0,Fulham,2022-23,0.0,0.0,0.0,0.0,0.0
264,Wilfried Zaha,MID,Crystal Palace,7.0,0,3,39,0,34.8,160,22,1,2,15.8,78.0,2022-08-20T14:00:00Z,81,2,0,1,0,0,3,0,790925,1,3,45.0,12,127651,195201,67550,70,True,1,Aston Villa,2022-23,0.0,0.0,0.0,0.0,0.0
266,Mads Bech Sørensen,DEF,Brentford,1.2,0,0,0,0,0.0,91,24,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,9,0,0,0,0,3,0,6783,2,3,0.0,0,-77,745,822,45,False,0,Fulham,2022-23,0.0,0.0,0.0,0.0,0.0
268,Granit Xhaka,MID,Arsenal,7.7,1,0,25,1,34.0,3,21,0,0,6.6,25.8,2022-08-20T16:30:00Z,87,3,0,0,0,0,3,0,216726,3,0,6.0,6,112040,137326,25286,50,False,0,Bournemouth,2022-23,0.0,0.0,0.0,0.0,0.0
272,Harvey Barnes,MID,Leicester,0.7,0,0,4,0,1.9,264,26,1,0,2.8,0.4,2022-08-20T14:00:00Z,75,17,0,0,0,0,3,0,96805,2,1,26.0,2,-23694,2887,26581,69,True,0,Southampton,2022-23,0.0,0.0,0.0,0.0,0.0
273,Michail Antonio,FWD,West Ham,1.7,0,0,4,0,11.1,458,30,2,0,1.9,1.6,2022-08-21T13:00:00Z,74,5,0,0,0,0,3,0,314428,2,0,6.0,2,-71167,23797,94964,74,True,0,Brighton,2022-23,0.0,0.0,0.0,0.0,0.0
274,Mohamed Elyounoussi,MID,Southampton,1.0,0,0,1,0,1.0,406,26,1,0,1.0,1.2,2022-08-20T14:00:00Z,90,10,0,0,0,0,3,0,7633,2,1,8.0,1,-839,260,1099,54,False,1,Leicester,2022-23,0.0,0.0,0.0,0.0,0.0
275,Frank Onyeka,MID,Brentford,0.8,0,0,0,0,0.0,93,24,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,9,0,0,0,0,3,0,3788,2,3,0.0,0,-43,555,598,50,False,0,Fulham,2022-23,0.0,0.0,0.0,0.0,0.0
282,Raúl Jiménez,FWD,Wolves,-0.2,0,0,4,0,0.0,476,29,1,0,0.7,1.0,2022-08-20T11:30:00Z,31,18,0,0,0,0,3,0,16733,0,1,6.0,1,-4112,613,4725,69,False,0,Spurs,2022-23,0.0,0.0,0.0,0.0,0.0
284,Kai Havertz,FWD,Chelsea,2.7,0,0,-2,0,13.7,145,25,3,0,3.0,7.8,2022-08-21T13:00:00Z,90,11,0,0,0,0,3,0,370461,0,3,8.0,2,9052,84542,75490,79,False,0,Leeds,2022-23,0.0,0.0,0.0,0.0,0.0
285,Ibrahima Diallo,MID,Southampton,0.3,0,0,0,0,0.0,416,26,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,10,0,0,0,0,3,0,59325,2,1,0.0,0,-6865,2501,9366,45,False,0,Leicester,2022-23,0.0,0.0,0.0,0.0,0.0
286,Adam Armstrong,FWD,Southampton,2.3,0,0,5,0,1.3,408,26,1,0,0.8,2.6,2022-08-20T14:00:00Z,69,10,0,0,0,0,3,0,80588,2,1,4.0,2,8212,22460,14248,55,False,0,Leicester,2022-23,0.0,0.0,0.0,0.0,0.0
288,Danny Welbeck,FWD,Brighton,4.7,1,0,15,1,17.7,103,30,0,0,2.8,4.6,2022-08-21T13:00:00Z,90,19,0,0,0,0,3,0,132851,2,0,6.0,5,13282,44746,31464,65,False,0,West Ham,2022-23,0.0,0.0,0.0,0.0,0.0
289,Jorge Luiz Frello Filho,MID,Chelsea,6.0,0,0,7,0,1.2,130,25,2,0,0.8,7.2,2022-08-21T13:00:00Z,63,11,0,0,0,0,3,0,462155,0,3,0.0,2,40628,112743,72115,60,False,0,Leeds,2022-23,0.0,0.0,0.0,0.0,0.0
290,Timo Werner,FWD,Chelsea,0.0,0,0,0,0,0.0,137,25,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,11,0,0,0,0,3,0,27968,0,3,0.0,0,-15177,0,15177,79,False,0,Leeds,2022-23,0.0,0.0,0.0,0.0,0.0
291,Wayne Hennessey,GK,Nott'm Forest,-0.5,0,0,0,0,0.0,518,23,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,8,0,0,0,0,3,0,206645,1,1,0.0,0,-8101,4817,12918,40,False,0,Everton,2022-23,0.0,0.0,0.0,0.0,0.0
294,Ellery Balcombe,GK,Brentford,0.0,0,0,0,0,0.0,100,24,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,9,0,0,0,0,3,0,12774,2,3,0.0,0,-1231,0,1231,40,False,0,Fulham,2022-23,0.0,0.0,0.0,0.0,0.0
295,Jean-Philippe Gbamin,MID,Everton,0.5,0,0,0,0,0.0,187,23,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,16,0,0,0,0,3,0,5242,1,1,0.0,0,-295,606,901,45,True,0,Nott'm Forest,2022-23,0.0,0.0,0.0,0.0,0.0
296,Oleksandr Zinchenko,DEF,Arsenal,7.3,0,0,27,1,12.5,313,21,0,0,2.6,13.6,2022-08-20T16:30:00Z,90,3,0,0,0,0,3,0,2667853,3,0,0.0,6,248945,434468,185523,52,False,0,Bournemouth,2022-23,0.0,0.0,0.0,0.0,0.0
298,Daniel Castelo Podence,MID,Wolves,3.8,0,0,6,0,21.7,483,29,0,0,3.2,6.0,2022-08-20T11:30:00Z,58,18,0,0,0,0,3,0,179591,0,1,4.0,1,-11420,35401,46821,55,False,0,Spurs,2022-23,0.0,0.0,0.0,0.0,0.0
299,Michael Olise,MID,Crystal Palace,0.7,0,0,1,0,1.4,171,22,0,0,0.4,2.2,2022-08-20T14:00:00Z,20,2,0,0,0,0,3,0,14124,1,3,0.0,1,-47,1935,1982,55,True,0,Aston Villa,2022-23,0.0,0.0,0.0,0.0,0.0
302,Jamie Shackleton,MID,Leeds,0.0,0,0,0,0,0.0,234,25,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,6,0,0,0,0,3,0,482,0,3,0.0,0,-69,0,69,45,True,0,Chelsea,2022-23,0.0,0.0,0.0,0.0,0.0
303,Ollie Watkins,FWD,Aston Villa,6.0,0,0,27,0,4.7,40,22,3,1,5.7,34.8,2022-08-20T14:00:00Z,90,7,0,0,0,0,3,0,355958,1,3,17.0,6,64527,104255,39728,74,False,0,Crystal Palace,2022-23,0.0,0.0,0.0,0.0,0.0
306,Zack Steffen,GK,Man City,0.0,0,0,0,0,0.0,310,28,0,0,0.0,0.0,2022-08-21T15:30:00Z,0,15,0,0,0,0,3,0,2719,3,3,0.0,0,-362,0,362,40,False,0,Newcastle,2022-23,0.0,0.0,0.0,0.0,0.0
308,Ben Johnson,DEF,West Ham,1.3,0,0,5,0,15.1,471,30,0,0,2.5,9.8,2022-08-21T13:00:00Z,15,5,0,0,0,0,3,0,11994,2,0,0.0,1,-538,815,1353,45,True,0,Brighton,2022-23,0.0,0.0,0.0,0.0,0.0
310,Jesse Lingard,MID,Nott'm Forest,3.2,0,0,9,1,18.0,527,23,0,0,2.1,3.2,2022-08-20T14:00:00Z,83,8,0,0,0,0,3,0,464906,1,1,0.0,3,1855,58145,56290,60,False,0,Everton,2022-23,0.0,0.0,0.0,0.0,0.0
314,Jamie Vardy,FWD,Leicester,3.0,0,0,5,1,0.3,255,26,0,0,0.3,0.0,2022-08-20T14:00:00Z,64,17,0,0,0,0,3,0,404141,2,1,3.0,2,-24828,53398,78226,95,True,0,Southampton,2022-23,0.0,0.0,0.0,0.0,0.0
317,James Tomkins,DEF,Crystal Palace,0.0,0,0,0,0,0.0,153,22,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,2,0,0,0,0,3,0,72130,1,3,0.0,0,-11564,382,11946,40,True,0,Aston Villa,2022-23,0.0,0.0,0.0,0.0,0.0
320,Jacob Ramsey,MID,Aston Villa,1.3,0,0,14,0,12.6,47,22,3,0,2.0,7.6,2022-08-20T14:00:00Z,90,7,0,0,0,0,3,0,139775,1,3,0.0,2,-19268,8863,28131,54,False,0,Crystal Palace,2022-23,0.0,0.0,0.0,0.0,0.0
323,Allan Saint-Maximin,MID,Newcastle,5.0,3,2,43,0,50.6,368,28,3,0,13.5,49.6,2022-08-21T15:30:00Z,90,13,0,0,0,0,3,0,550959,3,3,35.0,13,-125887,33343,159230,64,True,0,Man City,2022-23,0.0,0.0,0.0,0.0,0.0
328,Pedro Lomba Neto,MID,Wolves,1.8,0,0,7,0,36.6,486,29,1,0,5.5,6.4,2022-08-20T11:30:00Z,70,18,0,0,0,0,3,0,1175989,0,1,12.0,2,-272806,43398,316204,54,False,0,Spurs,2022-23,0.0,0.0,0.0,0.0,0.0
330,Emile Smith Rowe,MID,Arsenal,1.7,0,0,6,0,10.7,12,21,0,0,3.5,7.4,2022-08-20T16:30:00Z,16,3,0,0,0,0,3,0,89169,3,0,17.0,1,-11539,7054,18593,59,False,0,Bournemouth,2022-23,0.0,0.0,0.0,0.0,0.0
334,Halil Dervişoğlu,FWD,Brentford,1.8,0,0,0,0,0.0,541,24,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,9,0,0,0,0,3,0,280598,2,3,0.0,0,88667,138804,50137,45,False,0,Fulham,2022-23,0.0,0.0,0.0,0.0,0.0
337,Joel Ward,DEF,Crystal Palace,1.0,0,0,9,0,2.7,156,22,1,0,1.4,10.8,2022-08-20T14:00:00Z,90,2,0,0,0,0,3,0,18304,1,3,0.0,2,-391,1412,1803,45,True,0,Aston Villa,2022-23,0.0,0.0,0.0,0.0,0.0
339,Jarrad Branthwaite,DEF,Everton,0.0,0,0,0,0,0.0,196,23,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,16,0,0,0,0,3,0,2223,1,1,0.0,0,-285,0,285,40,True,0,Nott'm Forest,2022-23,0.0,0.0,0.0,0.0,0.0
341,Harvey Elliott,MID,Liverpool,2.8,0,0,7,0,26.2,294,27,2,0,6.4,3.8,2022-08-22T19:00:00Z,90,14,0,0,0,0,3,0,36400,1,2,34.0,2,13987,21118,7131,50,False,0,Man Utd,2022-23,0.0,0.0,0.0,0.0,0.0
342,Robin Koch,DEF,Leeds,2.0,0,0,21,1,0.4,230,25,0,0,1.5,14.2,2022-08-21T13:00:00Z,90,6,0,0,0,0,3,0,12002,0,3,0.0,6,-900,486,1386,45,True,0,Chelsea,2022-23,0.0,0.0,0.0,0.0,0.0
343,Hamza Choudhury,MID,Leicester,0.0,0,0,0,0,0.0,263,26,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,17,0,0,0,0,3,0,11803,2,1,0.0,0,-4651,0,4651,45,True,0,Southampton,2022-23,0.0,0.0,0.0,0.0,0.0
344,Kelechi Iheanacho,FWD,Leicester,1.7,0,0,1,0,0.3,262,26,1,0,0.0,0.0,2022-08-20T14:00:00Z,14,17,0,0,0,0,3,0,74296,2,1,0.0,1,-3746,9199,12945,64,True,0,Southampton,2022-23,0.0,0.0,0.0,0.0,0.0
345,Yan Valery,DEF,Southampton,0.0,0,0,0,0,0.0,414,26,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,10,0,0,0,0,3,0,83934,2,1,0.0,0,-2427,6509,8936,40,False,0,Leicester,2022-23,0.0,0.0,0.0,0.0,0.0
347,Chem Campbell,MID,Wolves,-0.2,0,0,0,0,0.0,568,29,0,0,0.0,0.0,2022-08-20T11:30:00Z,0,18,0,0,0,0,3,0,26382,0,1,0.0,0,4216,10584,6368,45,False,0,Spurs,2022-23,0.0,0.0,0.0,0.0,0.0
349,Michael Keane,DEF,Everton,0.5,0,0,0,0,0.0,180,23,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,16,0,0,0,0,3,0,57353,1,1,0.0,0,-9434,998,10432,44,True,0,Nott'm Forest,2022-23,0.0,0.0,0.0,0.0,0.0
352,Kepa Arrizabalaga,GK,Chelsea,1.0,0,0,0,0,0.0,133,25,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,11,0,0,0,0,3,0,21374,0,3,0.0,0,-1931,669,2600,45,False,0,Leeds,2022-23,0.0,0.0,0.0,0.0,0.0
358,Ayoze Pérez,MID,Leicester,2.0,1,0,10,1,13.8,260,26,0,0,2.7,5.0,2022-08-20T14:00:00Z,64,17,0,0,0,0,3,0,10867,2,1,8.0,6,-1535,990,2525,49,True,0,Southampton,2022-23,0.0,0.0,0.0,0.0,0.0
360,Kasper Schmeichel,GK,Leicester,0.0,0,0,0,0,0.0,248,26,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,17,0,0,0,0,3,0,23206,2,1,0.0,0,-7156,0,7156,50,True,0,Southampton,2022-23,0.0,0.0,0.0,0.0,0.0
362,Adam Webster,DEF,Brighton,4.7,0,0,22,1,0.9,108,30,0,0,1.5,10.0,2022-08-21T13:00:00Z,90,19,0,0,0,0,3,0,18298,2,0,4.0,6,1038,4094,3056,45,False,0,West Ham,2022-23,0.0,0.0,0.0,0.0,0.0
363,James Tarkowski,DEF,Everton,2.2,0,0,9,0,0.6,199,23,1,0,1.9,16.8,2022-08-20T14:00:00Z,90,16,0,0,0,0,3,0,81955,1,1,2.0,2,73,9027,8954,45,True,0,Nott'm Forest,2022-23,0.0,0.0,0.0,0.0,0.0
365,Dominic Calvert-Lewin,FWD,Everton,0.0,0,0,0,0,0.0,191,23,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,16,0,0,0,0,3,0,27585,1,1,0.0,0,-7361,288,7649,79,True,0,Nott'm Forest,2022-23,0.0,0.0,0.0,0.0,0.0
367,Marc Albrighton,MID,Leicester,0.0,0,0,0,0,0.0,251,26,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,17,0,0,0,0,3,0,10083,2,1,0.0,0,-1305,1084,2389,50,True,0,Southampton,2022-23,0.0,0.0,0.0,0.0,0.0
370,Matt Doherty,DEF,Spurs,0.8,0,0,0,0,0.0,429,29,0,0,0.0,0.0,2022-08-20T11:30:00Z,0,20,0,0,0,0,3,0,47723,0,1,0.0,0,-16023,2738,18761,48,True,0,Wolves,2022-23,0.0,0.0,0.0,0.0,0.0
371,Adam Lallana,MID,Brighton,2.7,0,0,6,1,12.4,101,30,0,0,1.4,1.6,2022-08-21T13:00:00Z,62,19,0,0,0,0,3,0,24198,2,0,0.0,3,2656,6603,3947,50,False,0,West Ham,2022-23,0.0,0.0,0.0,0.0,0.0
374,Neal Maupay,FWD,Brighton,0.0,0,0,0,0,0.0,110,30,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,19,0,0,0,0,3,0,57573,2,0,0.0,0,-17960,3730,21690,63,False,0,West Ham,2022-23,0.0,0.0,0.0,0.0,0.0
377,Japhet Tanganga,DEF,Spurs,0.5,0,0,0,0,0.0,439,29,0,0,0.0,0.0,2022-08-20T11:30:00Z,0,20,0,0,0,0,3,0,322517,0,1,0.0,0,-22909,15622,38531,40,True,0,Wolves,2022-23,0.0,0.0,0.0,0.0,0.0
378,Charlie Goode,DEF,Brentford,0.5,0,0,0,0,0.0,96,24,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,9,0,0,0,0,3,0,60060,2,3,0.0,0,-2244,4915,7159,40,False,0,Fulham,2022-23,0.0,0.0,0.0,0.0,0.0
379,Neco Williams,DEF,Nott'm Forest,2.2,0,0,4,0,29.5,295,23,1,0,7.3,20.8,2022-08-20T14:00:00Z,90,8,0,0,0,0,3,0,2728576,1,1,23.0,1,223736,336755,113019,40,False,1,Everton,2022-23,0.0,0.0,0.0,0.0,0.0
381,Conor Coventry,MID,West Ham,0.3,0,0,0,0,0.0,556,30,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,5,0,0,0,0,3,0,13250,2,0,0.0,0,-746,1448,2194,45,True,0,Brighton,2022-23,0.0,0.0,0.0,0.0,0.0
383,Alphonse Areola,GK,West Ham,0.3,0,0,0,0,0.0,473,30,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,5,0,0,0,0,3,0,134155,2,0,0.0,0,-15739,6319,22058,45,True,0,Brighton,2022-23,0.0,0.0,0.0,0.0,0.0
384,Patson Daka,FWD,Leicester,0.7,0,0,-2,0,0.3,271,26,2,0,0.0,0.0,2022-08-20T14:00:00Z,25,17,0,0,0,0,3,0,101732,2,1,0.0,0,-18438,7363,25801,59,True,1,Southampton,2022-23,0.0,0.0,0.0,0.0,0.0
385,Thiago Emiliano da Silva,DEF,Chelsea,3.7,0,0,16,0,1.1,128,25,3,0,2.0,15.2,2022-08-21T13:00:00Z,90,11,0,0,0,0,3,0,574809,0,3,4.0,1,-30346,20960,51306,55,False,0,Leeds,2022-23,0.0,0.0,0.0,0.0,0.0
387,Abdoulaye Doucouré,MID,Everton,0.0,0,0,0,0,0.0,185,23,0,0,0.0,0.0,2022-08-20T14:00:00Z,0,16,0,0,0,0,3,0,14337,1,1,0.0,0,-9541,269,9810,54,True,0,Nott'm Forest,2022-23,0.0,0.0,0.0,0.0,0.0
388,Jamal Lewis,DEF,Newcastle,-0.2,0,0,0,0,0.0,372,28,0,0,0.0,0.0,2022-08-21T15:30:00Z,0,13,0,0,0,0,3,0,2299,3,3,0.0,0,-416,38,454,44,True,0,Man City,2022-23,0.0,0.0,0.0,0.0,0.0
390,Illan Meslier,GK,Leeds,2.7,0,0,26,1,0.0,238,25,0,0,2.2,21.6,2022-08-21T13:00:00Z,90,6,0,0,0,0,3,3,207313,0,3,0.0,7,-21237,4739,25976,45,True,0,Chelsea,2022-23,0.0,0.0,0.0,0.0,0.0
391,Sergio Reguilón,DEF,Spurs,0.5,0,0,0,0,0.0,438,29,0,0,0.0,0.0,2022-08-20T11:30:00Z,0,20,0,0,0,0,3,0,142174,0,1,0.0,0,-33206,6115,39321,44,True,0,Wolves,2022-23,0.0,0.0,0.0,0.0,0.0
395,Lukasz Fabianski,GK,West Ham,1.7,0,0,9,0,0.0,455,30,2,0,0.4,4.2,2022-08-21T13:00:00Z,90,5,0,0,0,0,3,0,100325,2,0,0.0,1,-3963,5969,9932,50,True,0,Brighton,2022-23,0.0,0.0,0.0,0.0,0.0
396,Curtis Jones,MID,Liverpool,0.0,0,0,0,0,0.0,291,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,14,0,0,0,0,3,0,730,1,2,0.0,0,-135,47,182,49,False,0,Man Utd,2022-23,0.0,0.0,0.0,0.0,0.0
397,Reece James,DEF,Chelsea,6.0,0,0,11,0,13.0,146,25,3,0,4.5,22.6,2022-08-21T13:00:00Z,90,11,0,0,0,0,3,0,4141191,0,3,9.0,1,430372,530191,99819,61,False,0,Leeds,2022-23,0.0,0.0,0.0,0.0,0.0
399,Luke Shaw,DEF,Man Utd,-0.8,0,0,0,0,0.0,332,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,12,0,0,0,0,3,0,68446,1,2,0.0,0,-24730,2162,26892,49,True,0,Liverpool,2022-23,0.0,0.0,0.0,0.0,0.0
401,Timothy Castagne,DEF,Leicester,3.0,0,0,12,0,5.1,258,26,2,0,2.0,10.6,2022-08-20T14:00:00Z,90,17,0,0,0,0,3,0,191364,2,1,4.0,1,10119,37476,27357,45,True,0,Southampton,2022-23,0.0,0.0,0.0,0.0,0.0
411,Kieran Tierney,DEF,Arsenal,2.0,0,0,3,0,0.0,8,21,0,0,0.1,1.0,2022-08-20T16:30:00Z,2,3,0,0,0,0,3,0,95230,3,0,0.0,1,-12863,4859,17722,49,False,0,Bournemouth,2022-23,0.0,0.0,0.0,0.0,0.0
413,Patrick Bamford,FWD,Leeds,0.5,0,0,0,0,0.0,227,25,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,6,0,0,0,0,3,0,77105,0,3,0.0,0,-60938,1825,62763,74,True,0,Chelsea,2022-23,0.0,0.0,0.0,0.0,0.0
414,Ben Davies,DEF,Spurs,4.5,0,0,25,1,3.0,432,29,0,0,1.6,13.0,2022-08-20T11:30:00Z,90,20,0,0,0,0,3,0,83650,0,1,0.0,6,6164,13451,7287,50,True,0,Wolves,2022-23,0.0,0.0,0.0,0.0,0.0
415,Conor Coady,DEF,Everton,1.8,0,0,14,0,0.4,475,23,1,0,2.1,21.0,2022-08-20T14:00:00Z,90,16,0,0,0,0,3,0,310962,1,1,0.0,2,-28682,12137,40819,49,True,0,Nott'm Forest,2022-23,0.0,0.0,0.0,0.0,0.0
416,Nicolas Pépé,MID,Arsenal,1.0,0,0,0,0,0.0,9,21,0,0,0.0,0.0,2022-08-20T16:30:00Z,0,3,0,0,0,0,3,0,27844,3,0,0.0,0,-6444,2135,8579,53,False,0,Bournemouth,2022-23,0.0,0.0,0.0,0.0,0.0
417,Tyrone Mings,DEF,Aston Villa,1.0,0,0,13,0,0.4,39,22,3,0,1.4,13.8,2022-08-20T14:00:00Z,90,7,0,0,0,0,3,0,488420,1,3,0.0,1,-34197,21874,56071,44,False,0,Crystal Palace,2022-23,0.0,0.0,0.0,0.0,0.0
420,José Malheiro de Sá,GK,Wolves,6.2,0,0,14,0,0.0,478,29,1,0,2.3,22.8,2022-08-20T11:30:00Z,90,18,0,0,0,0,3,3,398294,0,1,0.0,3,31032,58999,27967,50,False,0,Spurs,2022-23,0.0,0.0,0.0,0.0,0.0
424,Aaron Wan-Bissaka,DEF,Man Utd,-0.2,0,0,4,0,0.0,341,27,0,0,0.3,3.0,2022-08-22T19:00:00Z,4,12,0,0,0,0,3,0,28886,1,2,0.0,1,-6303,1497,7800,44,True,0,Liverpool,2022-23,0.0,0.0,0.0,0.0,0.0
428,Jordan Pickford,GK,Everton,4.2,1,1,30,0,13.0,182,23,1,0,5.7,43.8,2022-08-20T14:00:00Z,90,16,0,0,0,0,3,4,524261,1,1,0.0,7,-21311,28918,50229,45,True,0,Nott'm Forest,2022-23,0.0,0.0,0.0,0.0,0.0
430,Taylor Richards,MID,Brighton,0.0,0,0,0,0,0.0,121,30,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,19,0,0,0,0,3,0,569,2,0,0.0,0,-88,0,88,45,False,0,West Ham,2022-23,0.0,0.0,0.0,0.0,0.0
440,Tariq Lamptey,DEF,Brighton,0.7,0,0,0,0,0.0,114,30,0,0,0.0,0.0,2022-08-21T13:00:00Z,0,19,0,0,0,0,3,0,215845,2,0,0.0,0,-24737,7041,31778,45,False,0,West Ham,2022-23,0.0,0.0,0.0,0.0,0.0
444,Tom Heaton,GK,Man Utd,-0.5,0,0,0,0,0.0,348,27,0,0,0.0,0.0,2022-08-22T19:00:00Z,0,12,0,0,0,0,3,0,46626,1,2,0.0,0,-832,1984,2816,40,True,0,Liverpool,2022-23,0.0,0.0,0.0,0.0,0.0
