,name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,opponent,season,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,starts
555,Bryan Gil Salvatierra,MID,Spurs,0.7,0,0,0,0,0.0,487,34,0,0,0.0,0.0,2021-09-11T11:30:00Z,0,7,0,0,0,0,4,0,8293,0,3,0.0,0,-3,1935,1938,59,False,0,Crystal Palace,2021-22,,,,,
556,Daniel Amartey,DEF,Leicester,0.2,0,0,0,0,0.0,208,37,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,12,0,0,0,0,4,0,1413181,1,0,0.0,0,-5801,197436,203237,41,True,0,Man City,2021-22,,,,,
557,Chem Campbell,MID,Wolves,0.5,0,0,0,0,0.0,548,40,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,18,0,0,0,0,4,0,22212,2,0,0.0,0,5094,10559,5465,45,False,0,Watford,2021-22,,,,,
558,César Azpilicueta,DEF,Chelsea,4.5,1,0,13,0,10.4,119,33,0,0,3.4,23.4,2021-09-11T16:30:00Z,26,2,0,0,0,0,4,0,324250,0,3,0.0,4,-3370,33131,36501,60,True,0,Aston Villa,2021-22,,,,,
559,Caoimhin Kelleher,GK,Liverpool,0.5,0,0,0,0,0.0,242,36,0,0,0.0,0.0,2021-09-12T15:30:00Z,0,10,0,0,0,0,4,0,9148,3,0,0.0,0,-39,1249,1288,45,False,0,Leeds,2021-22,,,,,
560,Dan Burn,DEF,Brighton,0.0,0,0,0,0,0.0,58,32,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,3,0,0,0,0,4,0,1855,1,0,0.0,0,-277,92,369,44,False,0,Brentford,2021-22,,,,,
562,Phil Foden,MID,Man City,0.1,0,0,0,0,0.0,265,37,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,9,0,0,0,0,4,0,50573,1,0,0.0,0,-7849,1601,9450,79,False,0,Leicester,2021-22,,,,,
563,Thiago Alcántara do Nascimento,MID,Liverpool,3.5,1,1,30,1,25.2,225,36,0,0,7.0,34.6,2021-09-12T15:30:00Z,90,10,0,0,0,0,4,0,53253,3,0,10.0,7,-8258,4332,12590,54,False,0,Leeds,2021-22,,,,,
565,Ryan Bertrand,DEF,Leicester,0.2,0,0,8,0,0.3,473,37,1,0,1.7,16.2,2021-09-11T14:00:00Z,90,12,0,0,0,0,4,0,57109,1,0,0.0,2,-20287,1268,21555,49,True,0,Man City,2021-22,,,,,
568,Danny Ward,GK,Leicester,-0.5,0,0,0,0,0.0,204,37,0,0,0.0,0.0,2021-09-11T14:00:00Z,0,12,0,0,0,0,4,0,386410,1,0,0.0,0,57362,90919,33557,40,True,0,Man City,2021-22,,,,,
572,Alex Oxlade-Chamberlain,MID,Liverpool,0.8,0,0,4,0,0.0,227,36,0,0,0.8,2.0,2021-09-12T15:30:00Z,8,10,0,0,0,0,4,0,10909,3,0,6.0,1,-1425,850,2275,59,False,0,Leeds,2021-22,,,,,
574,Craig Dawson,DEF,West Ham,3.0,0,0,26,1,1.6,414,39,0,0,4.8,29.0,2021-09-11T14:00:00Z,90,16,0,0,0,0,4,0,27650,0,0,17.0,6,-3510,1977,5487,50,False,0,Southampton,2021-22,,,,,
575,Kasper Schmeichel,GK,Leicester,2.2,0,0,24,0,0.0,200,37,1,0,5.8,58.0,2021-09-11T14:00:00Z,90,12,0,0,0,0,4,7,1521522,1,0,0.0,4,-41213,152805,194018,50,True,0,Man City,2021-22,,,,,
578,Thiago Emiliano da Silva,DEF,Chelsea,2.8,0,0,30,1,10.3,121,33,0,0,5.3,43.0,2021-09-11T16:30:00Z,90,2,0,0,0,0,4,0,162043,0,3,0.0,6,-20552,6950,27502,54,True,0,Aston Villa,2021-22,,,,,
