,name,position,team,opponent_team,round,total_points,season,xP,assists_avg_last3,bonus_avg_last3,bps_avg_last3,clean_sheets_avg_last3,creativity_avg_last3,expected_assists_avg_last3,expected_goal_involvements_avg_last3,expected_goals_avg_last3,expected_goals_conceded_avg_last3,goals_conceded_avg_last3,goals_scored_avg_last3,influence_avg_last3,minutes_avg_last3,own_goals_avg_last3,penalties_missed_avg_last3,penalties_saved_avg_last3,red_cards_avg_last3,saves_avg_last3,selected_avg_last3,starts_avg_last3,threat_avg_last3,total_points_avg_last3,transfers_balance_avg_last3,transfers_in_avg_last3,transfers_out_avg_last3,value_avg_last3,yellow_cards_avg_last3,assists_prev_week,bonus_prev_week,bps_prev_week,clean_sheets_prev_week,creativity_prev_week,expected_assists_prev_week,expected_goal_involvements_prev_week,expected_goals_prev_week,expected_goals_conceded_prev_week,goals_conceded_prev_week,goals_scored_prev_week,influence_prev_week,minutes_prev_week,own_goals_prev_week,penalties_missed_prev_week,penalties_saved_prev_week,red_cards_prev_week,saves_prev_week,selected_prev_week,starts_prev_week,threat_prev_week,total_points_prev_week,transfers_balance_prev_week,transfers_in_prev_week,transfers_out_prev_week,value_prev_week,yellow_cards_prev_week
1164,Joelinton Cássio Apolinário de Lira,MID,Newcastle,17,15,0,2022-23,0.0,0.0,0.0,12.0,0.3333333333333333,10.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,18.666666666666668,75.0,0.0,0.0,0.0,0.0,0.0,69130.0,0.0,16.0,3.0,-3587.0,4267.0,7854.0,59.0,0.6666666666666666,0,0,28,1,25.0,0.0,0.0,0.0,0.0,0,1,43.2,90,0,0,0,0,0,62820,0.0,36.0,7,-2115,4137,6252,59,1
1165,Alex Iwobi,MID,Everton,10,15,2,2022-23,4.2,0.6666666666666666,1.0,15.666666666666666,0.6666666666666666,17.23333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,15.733333333333333,84.0,0.0,0.0,0.0,0.0,0.0,119962.0,0.0,3.6666666666666665,5.666666666666667,43910.666666666664,50742.0,6831.333333333333,55.0,0.0,0,0,10,1,12.9,0.0,0.0,0.0,0.0,0,0,6.8,90,0,0,0,0,0,202086,0.0,0.0,3,114719,123096,8377,55,0
1166,Joel Matip,DEF,Liverpool,18,15,0,2022-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83066.33333333333,0.0,0.0,0.0,-4790.0,206.66666666666666,4996.666666666667,59.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,79613,0.0,0.0,0,-3735,127,3862,59,0
1167,Saïd Benrahma,MID,West Ham,7,15,7,2022-23,4.4,0.0,0.0,11.0,0.3333333333333333,14.866666666666665,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,19.6,69.66666666666667,0.0,0.0,0.0,0.0,0.0,83868.33333333333,0.0,40.0,3.6666666666666665,-354.3333333333333,3091.0,3445.3333333333335,56.0,0.0,0,0,8,0,26.9,0.0,0.0,0.0,0.0,1,0,19.6,90,0,0,0,0,0,84686,0.0,29.0,2,354,4395,4041,56,0
1168,Tomas Soucek,MID,West Ham,7,15,2,2022-23,2.6,0.3333333333333333,0.0,12.0,0.3333333333333333,10.133333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,20.133333333333333,90.0,0.0,0.0,0.0,0.0,0.0,108634.0,0.0,18.333333333333332,3.0,-6648.333333333333,1715.6666666666667,8364.0,53.0,0.3333333333333333,0,0,6,0,5.8,0.0,0.0,0.0,0.0,1,0,15.4,90,0,0,0,0,0,103121,0.0,14.0,1,-8804,1344,10148,53,1
1169,Wilfried Zaha,MID,Crystal Palace,19,15,12,2022-23,5.2,0.0,0.3333333333333333,9.0,0.3333333333333333,12.933333333333332,0.0,0.0,0.0,0.0,1.3333333333333333,0.3333333333333333,23.399999999999995,90.0,0.0,0.0,0.0,0.0,0.0,2558362.3333333335,0.0,30.333333333333332,3.6666666666666665,76094.0,201250.66666666666,125156.66666666667,75.33333333333333,0.6666666666666666,0,0,8,1,17.8,0.0,0.0,0.0,0.0,0,0,11.6,90,0,0,0,0,0,2463299,0.0,22.0,2,-86851,107944,194795,76,1
1170,Granit Xhaka,MID,Arsenal,6,15,3,2022-23,4.8,0.0,1.0,20.0,0.6666666666666666,23.53333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,20.133333333333333,84.66666666666667,0.0,0.0,0.0,0.0,0.0,396127.3333333333,0.0,17.333333333333332,5.333333333333333,23875.333333333332,46100.0,22224.666666666668,51.0,0.0,0,0,11,1,26.2,0.0,0.0,0.0,0.0,0,0,2.8,74,0,0,0,0,0,438068,0.0,16.0,3,63626,77987,14361,51,0
1171,Harvey Barnes,MID,Leicester,8,15,8,2022-23,5.8,0.0,0.0,17.0,0.6666666666666666,1.8333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.6666666666666666,26.799999999999997,84.0,0.0,0.0,0.0,0.0,0.0,199593.0,0.0,21.0,6.0,4492.666666666667,23477.666666666668,18985.0,69.0,0.0,0,0,6,0,1.1,0.0,0.0,0.0,0.0,1,0,6.6,90,0,0,0,0,0,172956,0.0,23.0,2,-9176,15628,24804,69,0
1172,Michail Antonio,FWD,West Ham,7,15,1,2022-23,1.0,0.0,0.0,2.0,0.0,7.800000000000001,0.0,0.0,0.0,0.0,0.0,0.0,2.9333333333333336,21.666666666666668,0.0,0.0,0.0,0.0,0.0,168468.33333333334,0.0,2.3333333333333335,1.0,-7348.333333333333,2684.3333333333335,10032.666666666666,70.66666666666667,0.0,0,0,3,0,11.3,0.0,0.0,0.0,0.0,0,0,5.4,33,0,0,0,0,0,162595,0.0,7.0,1,-8306,2288,10594,70,0
1173,Mason Mount,MID,Chelsea,1,15,2,2022-23,4.8,0.0,0.0,7.0,0.3333333333333333,15.366666666666667,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,5.600000000000005,80.33333333333333,0.0,0.0,0.0,0.0,0.0,1333888.3333333333,0.0,14.333333333333334,2.3333333333333335,196692.33333333334,311593.3333333333,114901.0,77.0,0.0,0,0,7,0,22.0,0.0,0.0,0.0,0.0,4,0,7.6,90,0,0,0,0,0,1091262,0.0,31.0,2,-51970,88374,140344,77,0
1174,Kai Havertz,FWD,Chelsea,1,15,2,2022-23,2.8,0.0,1.0,12.0,0.3333333333333333,10.533333333333333,0.0,0.0,0.0,0.0,1.3333333333333333,0.3333333333333333,15.333333333333334,56.666666666666664,0.0,0.0,0.0,0.0,0.0,240635.66666666666,0.0,27.0,3.6666666666666665,-8055.666666666667,11110.666666666666,19166.333333333332,77.0,0.0,0,3,29,0,27.3,0.0,0.0,0.0,0.0,4,1,42.8,90,0,0,0,0,0,224262,0.0,54.0,9,-11005,9126,20131,77,0
1175,Jorge Luiz Frello Filho,MID,Chelsea,1,15,2,2022-23,2.8,0.0,0.6666666666666666,12.666666666666666,0.3333333333333333,7.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,21.666666666666668,60.0,0.0,0.0,0.0,0.0,0.0,264207.6666666667,0.0,9.0,3.6666666666666665,-11.333333333333334,9346.666666666666,9358.0,59.0,0.3333333333333333,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,270275,0.0,0.0,0,7660,16253,8593,59,0
1176,Michael Olise,MID,Crystal Palace,19,15,10,2022-23,4.2,0.3333333333333333,0.0,14.0,0.3333333333333333,27.933333333333334,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,15.6,75.0,0.0,0.0,0.0,0.0,0.0,20477.666666666668,0.0,25.666666666666668,3.3333333333333335,492.6666666666667,2072.0,1579.3333333333333,54.0,0.0,0,0,9,1,15.3,0.0,0.0,0.0,0.0,0,0,12.6,85,0,0,0,0,0,20863,0.0,20.0,3,-850,1432,2282,54,0
1177,Ollie Watkins,FWD,Aston Villa,14,15,5,2022-23,3.2,0.0,0.0,8.666666666666666,0.3333333333333333,13.766666666666666,0.0,0.0,0.0,0.0,2.3333333333333335,0.3333333333333333,18.933333333333334,86.66666666666667,0.0,0.0,0.0,0.0,0.0,215803.0,0.0,57.666666666666664,3.0,-12423.0,8980.0,21403.0,72.0,0.3333333333333333,0,0,4,0,11.8,0.0,0.0,0.0,0.0,4,0,4.0,90,0,0,0,0,0,194946,0.0,6.0,1,-12982,6402,19384,72,1
1178,Leandro Trossard,MID,Brighton,20,15,5,2022-23,4.8,0.0,0.0,16.0,0.3333333333333333,13.700000000000001,0.0,0.0,0.0,0.0,1.3333333333333333,0.6666666666666666,32.2,88.66666666666667,0.0,0.0,0.0,0.0,0.0,2168194.3333333335,0.0,74.0,5.666666666666667,75950.0,314588.3333333333,238638.33333333334,68.33333333333333,0.0,0,0,19,0,1.9,0.0,0.0,0.0,0.0,1,1,39.0,86,0,0,0,0,0,1970284,0.0,115.0,7,170005,263774,93769,68,0
1179,Jamie Vardy,FWD,Leicester,8,15,1,2022-23,3.0,0.3333333333333333,0.6666666666666666,14.0,0.3333333333333333,7.533333333333334,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,18.933333333333334,54.0,0.0,0.0,0.0,0.0,0.0,225138.66666666666,0.0,9.0,4.666666666666667,-5575.666666666667,6298.666666666667,11874.333333333334,91.33333333333333,0.0,0,0,4,0,10.8,0.0,0.0,0.0,0.0,1,0,0.4,70,0,0,0,0,0,218525,0.0,4.0,2,-173,8357,8530,91,0
1180,Jacob Ramsey,MID,Aston Villa,14,15,14,2022-23,4.0,0.0,0.0,4.0,0.0,0.7666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,6.266666666666665,42.666666666666664,0.0,0.0,0.0,0.0,0.0,113503.0,0.0,0.6666666666666666,1.3333333333333333,-9032.0,2079.6666666666665,11111.666666666666,52.0,0.0,0,0,3,0,0.3,0.0,0.0,0.0,0.0,1,0,3.0,29,0,0,0,0,0,102767,0.0,0.0,1,-14133,1186,15319,52,0
1181,Allan Saint-Maximin,MID,Newcastle,17,15,4,2022-23,1.0,0.0,0.0,0.6666666666666666,0.0,0.09999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,0.0,0.0,0.0,0.0,411563.3333333333,0.0,0.0,0.3333333333333333,-56486.333333333336,4750.0,61236.333333333336,62.666666666666664,0.0,0,0,2,0,0.3,0.0,0.0,0.0,0.0,0,0,0.0,4,0,0,0,0,0,367658,0.0,0.0,1,-43065,926,43991,62,0
1182,Rico Henry,DEF,Brentford,16,15,1,2022-23,3.5,0.0,0.0,10.666666666666666,0.3333333333333333,6.099999999999998,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,12.666666666666666,90.0,0.0,0.0,0.0,0.0,0.0,125487.0,0.0,6.0,2.6666666666666665,5292.333333333333,10946.666666666666,5654.333333333333,45.0,0.0,0,0,9,0,2.9,0.0,0.0,0.0,0.0,1,0,8.8,90,0,0,0,0,0,134107,0.0,8.0,2,6155,12752,6597,45,0
1183,Yoane Wissa,MID,Brentford,16,15,12,2022-23,4.3,0.0,0.0,3.3333333333333335,0.0,7.900000000000001,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,6.733333333333333,40.333333333333336,0.0,0.0,0.0,0.0,0.0,23224.0,0.0,9.0,1.3333333333333333,-1874.0,634.6666666666666,2508.6666666666665,54.0,0.0,0,0,2,0,11.3,0.0,0.0,0.0,0.0,1,0,6.4,74,0,0,0,0,0,21433,0.0,14.0,2,-2411,661,3072,54,0
1184,James Tarkowski,DEF,Everton,10,15,1,2022-23,2.8,0.0,0.0,19.0,0.6666666666666666,3.6333333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,28.666666666666668,90.0,0.0,0.0,0.0,0.0,0.0,154187.33333333334,0.0,7.0,4.0,3707.6666666666665,11172.333333333334,7464.666666666667,44.0,0.6666666666666666,0,0,27,1,10.4,0.0,0.0,0.0,0.0,0,0,43.0,90,0,0,0,0,0,158867,0.0,19.0,6,3328,10289,6961,44,0
1185,Eric Dier,DEF,Spurs,12,15,1,2022-23,1.5,0.0,0.0,13.0,0.0,4.5,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,23.133333333333336,68.0,0.0,0.0,0.0,0.0,0.0,1223734.6666666667,0.0,6.0,1.0,39181.333333333336,88235.33333333333,49054.0,53.0,0.0,0,0,11,0,12.6,0.0,0.0,0.0,0.0,0,0,15.0,33,0,0,0,0,0,1218898,0.0,0.0,1,8778,60242,51464,53,0
1186,Gabriel Martinelli Silva,MID,Arsenal,6,15,3,2022-23,4.0,0.0,0.0,12.0,0.6666666666666666,11.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,18.533333333333335,74.0,0.0,0.0,0.0,0.0,0.0,5218792.333333333,0.0,27.0,4.333333333333333,219443.33333333334,286198.0,66754.66666666667,67.0,0.0,0,0,24,1,13.9,0.0,0.0,0.0,0.0,0,1,37.4,62,0,0,0,0,0,5264772,0.0,43.0,8,30665,144978,114313,68,0
1187,John McGinn,MID,Aston Villa,14,15,1,2022-23,1.4,0.0,0.0,7.666666666666667,0.0,5.866666666666667,0.0,0.0,0.0,0.0,1.0,0.0,8.133333333333335,46.0,0.0,0.0,0.0,0.0,0.0,72427.0,0.0,2.3333333333333335,1.3333333333333333,-2536.6666666666665,562.6666666666666,3099.3333333333335,51.666666666666664,0.0,0,0,2,0,0.5,0.0,0.0,0.0,0.0,0,0,0.6,21,0,0,0,0,0,69556,0.0,0.0,1,-3673,452,4125,51,0
1188,Thiago Emiliano da Silva,DEF,Chelsea,1,15,2,2022-23,2.2,0.0,0.0,10.666666666666666,0.0,0.43333333333333335,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,17.266666666666666,60.0,0.0,0.0,0.0,0.0,0.0,745412.6666666666,0.0,0.6666666666666666,0.6666666666666666,-2810.3333333333335,37656.333333333336,40466.666666666664,54.0,0.0,0,0,17,0,1.0,0.0,0.0,0.0,0.0,4,0,37.8,90,0,0,0,0,0,749501,0.0,2.0,0,17661,43175,25514,54,0
1189,Illan Meslier,GK,Leeds,3,15,1,2022-23,3.1,0.0,0.6666666666666666,18.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,27.8,90.0,0.0,0.0,0.0,0.0,3.3333333333333335,269690.3333333333,0.0,0.0,3.0,-9670.666666666666,3295.6666666666665,12966.333333333334,45.0,0.0,0,2,30,0,0.0,0.0,0.0,0.0,0.0,1,0,67.0,90,0,0,0,0,9,255973,0.0,0.0,7,-17337,1188,18525,45,0
1190,Lukasz Fabianski,GK,West Ham,7,15,2,2022-23,3.2,0.0,0.3333333333333333,19.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,28.933333333333337,75.0,0.0,0.0,0.0,0.0,3.6666666666666665,158133.0,0.0,0.0,4.333333333333333,-2256.0,6976.333333333333,9232.333333333334,50.0,0.0,0,0,9,0,0.0,0.0,0.0,0.0,0.0,1,0,13.2,45,0,0,0,0,2,157646,0.0,0.0,1,-9841,3831,13672,50,0
1191,Reece James,DEF,Chelsea,1,15,0,2022-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1814645.3333333333,0.0,0.0,0.0,-673864.3333333334,896.3333333333334,674760.6666666666,59.333333333333336,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1543251,0.0,0.0,0,-292189,718,292907,59,0
1192,Timothy Castagne,DEF,Leicester,8,15,6,2022-23,6.4,0.3333333333333333,1.0,25.333333333333332,0.6666666666666666,10.6,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,25.933333333333334,90.0,0.0,0.0,0.0,0.0,0.0,529969.0,0.0,9.666666666666666,6.666666666666667,109761.0,127571.33333333333,17810.333333333332,45.333333333333336,0.0,0,0,17,0,5.1,0.0,0.0,0.0,0.0,1,0,10.6,90,0,0,0,0,0,573858,0.0,7.0,2,127587,149649,22062,46,0
1193,Callum Wilson,FWD,Newcastle,17,15,1,2022-23,4.3,0.6666666666666666,1.0,31.333333333333332,0.6666666666666666,16.133333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,41.666666666666664,86.0,0.0,0.0,0.0,0.0,0.0,305729.0,0.0,59.666666666666664,8.666666666666666,12295.0,47429.0,35134.0,73.0,0.3333333333333333,2,3,67,1,22.8,0.0,0.0,0.0,0.0,0,2,81.8,85,0,0,0,0,0,277785,0.0,82.0,19,43304,60612,17308,73,0
1194,Ilkay Gündogan,MID,Man City,9,15,5,2022-23,3.5,0.0,0.0,9.0,0.3333333333333333,24.099999999999994,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,8.733333333333334,59.333333333333336,0.0,0.0,0.0,0.0,0.0,262608.0,0.0,23.666666666666668,1.6666666666666667,-31090.0,3011.6666666666665,34101.666666666664,73.66666666666667,0.0,0,0,14,1,28.0,0.0,0.0,0.0,0.0,0,0,8.4,90,0,0,0,0,0,239203,0.0,17.0,3,-20198,2905,23103,73,0
1195,Ben Davies,DEF,Spurs,12,15,1,2022-23,2.7,0.0,0.0,6.333333333333333,0.0,1.4333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,12.133333333333333,30.0,0.0,0.0,0.0,0.0,0.0,32079.333333333332,0.0,12.333333333333334,2.3333333333333335,-29.0,1550.0,1579.0,43.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,496,0.0,0.0,0,-8,0,8,40,0
1196,Conor Coady,DEF,Everton,10,15,1,2022-23,3.4,0.0,0.3333333333333333,22.666666666666668,0.6666666666666666,0.26666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,18.4,90.0,0.0,0.0,0.0,0.0,0.0,667656.6666666666,0.0,12.333333333333334,5.0,31284.333333333332,58258.666666666664,26974.333333333332,49.0,0.0,0,1,28,1,0.2,0.0,0.0,0.0,0.0,0,0,15.4,90,0,0,0,0,0,692395,0.0,35.0,7,48832,70271,21439,49,0
1197,Tyrone Mings,DEF,Aston Villa,14,15,1,2022-23,2.0,0.3333333333333333,0.3333333333333333,14.333333333333334,0.3333333333333333,0.19999999999999998,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,12.466666666666663,90.0,0.3333333333333333,0.0,0.0,0.0,0.0,464785.6666666667,0.0,2.0,2.6666666666666665,-24727.333333333332,10055.0,34782.333333333336,43.666666666666664,0.3333333333333333,0,0,10,0,0.0,0.0,0.0,0.0,0.0,4,0,13.4,90,0,0,0,0,0,460755,0.0,0.0,0,1621,17317,15696,43,0
1198,José Malheiro de Sá,GK,Wolves,5,15,2,2022-23,3.8,0.0,0.0,11.333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,14.4,90.0,0.0,0.0,0.0,0.0,1.3333333333333333,789458.6666666666,0.0,0.0,1.0,7450.0,47230.333333333336,39780.333333333336,51.0,0.0,0,0,13,0,0.0,0.0,0.0,0.0,0.0,1,0,20.4,90,0,0,0,0,2,746137,0.0,0.0,2,-48063,14032,62095,51,0
1199,Demarai Gray,MID,Everton,10,15,2,2022-23,2.2,0.0,0.0,7.666666666666667,0.6666666666666666,25.266666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,12.4,75.0,0.0,0.0,0.0,0.0,0.0,83702.0,0.0,23.0,2.3333333333333335,-2904.3333333333335,4614.666666666667,7519.0,54.666666666666664,0.3333333333333333,0,0,17,1,44.8,0.0,0.0,0.0,0.0,0,0,23.8,75,0,0,0,0,0,79341,0.0,36.0,3,-8309,2578,10887,54,0
1200,Jordan Pickford,GK,Everton,10,15,3,2022-23,5.0,0.0,1.0,24.0,0.6666666666666666,3.3333333333333335,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,31.46666666666667,90.0,0.0,0.0,0.0,0.0,3.6666666666666665,557782.6666666666,0.0,0.0,6.666666666666667,4248.666666666667,18383.333333333332,14134.666666666666,45.0,0.0,0,3,35,1,10.0,0.0,0.0,0.0,0.0,0,0,53.2,90,0,0,0,0,6,571408,0.0,0.0,11,7535,21329,13794,45,0
1201,Pascal Groß,MID,Brighton,20,15,9,2022-23,4.4,0.0,0.0,12.666666666666666,0.3333333333333333,31.23333333333333,0.0,0.0,0.0,0.0,1.3333333333333333,0.3333333333333333,21.73333333333333,86.66666666666667,0.0,0.0,0.0,0.0,0.0,1778455.6666666667,0.0,21.333333333333332,3.6666666666666665,-190414.33333333334,37426.333333333336,227840.66666666666,57.0,0.3333333333333333,0,0,23,0,11.0,0.0,0.0,0.0,0.0,1,1,43.8,90,0,0,0,0,0,1526120,0.0,18.0,7,-279693,16889,296582,56,0
1202,Douglas Luiz Soares de Paulo,MID,Aston Villa,14,15,2,2022-23,2.2,0.3333333333333333,0.0,11.0,0.3333333333333333,13.633333333333333,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,13.799999999999999,80.33333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,48877.0,0.0,2.6666666666666665,2.3333333333333335,-2499.3333333333335,1672.6666666666667,4172.0,48.0,0.0,0,0,13,0,2.8,0.0,0.0,0.0,0.0,4,0,10.0,90,0,0,0,0,0,46830,0.0,0.0,2,-845,2094,2939,48,0
1203,Aaron Cresswell,DEF,West Ham,7,15,1,2022-23,3.2,0.0,0.6666666666666666,23.666666666666668,0.3333333333333333,35.666666666666664,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,23.53333333333333,90.0,0.0,0.0,0.0,0.0,0.0,266895.6666666667,0.0,6.333333333333333,4.0,1422.0,17001.666666666668,15579.666666666666,48.0,0.0,0,0,15,0,16.5,0.0,0.0,0.0,0.0,1,0,15.4,90,0,0,0,0,0,273592,0.0,2.0,2,-5129,13737,18866,48,0
1204,Andrew Robertson,DEF,Liverpool,18,15,2,2022-23,4.1,0.3333333333333333,1.0,18.333333333333332,0.0,38.9,0.0,0.0,0.0,0.0,1.0,0.0,19.666666666666668,63.0,0.0,0.0,0.0,0.0,0.0,470635.6666666667,0.0,9.666666666666666,3.3333333333333335,44249.666666666664,64602.0,20352.333333333332,67.0,0.0,1,3,35,0,65.9,0.0,0.0,0.0,0.0,2,0,44.0,90,0,0,0,0,0,420739,0.0,25.0,7,-7693,16175,23868,67,0
1205,Harry Kane,FWD,Spurs,12,15,8,2022-23,5.1,0.0,0.6666666666666666,9.666666666666666,0.0,20.46666666666667,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,19.866666666666667,90.0,0.0,0.0,0.0,0.0,0.0,2704109.6666666665,0.0,65.66666666666667,3.6666666666666665,149642.0,265489.0,115847.0,115.0,0.3333333333333333,0,0,-4,0,14.3,0.0,0.0,0.0,0.0,2,0,3.4,90,0,0,0,0,0,2708926,0.0,45.0,1,331204,382231,51027,115,1
1206,Gabriel Fernando de Jesus,FWD,Arsenal,6,15,2,2022-23,3.8,0.6666666666666666,0.3333333333333333,8.666666666666666,0.6666666666666666,24.466666666666665,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,23.2,87.0,0.0,0.0,0.0,0.0,0.0,6698241.666666667,0.0,57.0,4.333333333333333,-32853.333333333336,155545.0,188398.33333333334,80.0,0.0,2,1,31,1,45.5,0.0,0.0,0.0,0.0,0,0,51.6,90,0,0,0,0,0,6337194,0.0,107.0,9,-110733,148650,259383,80,0
1207,Marc Guéhi,DEF,Crystal Palace,19,15,2,2022-23,3.2,0.0,0.0,15.333333333333334,0.3333333333333333,0.9666666666666665,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,11.933333333333332,90.0,0.0,0.0,0.0,0.0,0.0,405615.3333333333,0.0,1.3333333333333333,2.3333333333333335,33904.0,48422.0,14518.0,44.0,0.6666666666666666,0,0,27,1,0.8,0.0,0.0,0.0,0.0,0,0,11.0,90,0,0,0,0,0,380924,0.0,0.0,6,-14150,5762,19912,44,0
1208,Dan Burn,DEF,Newcastle,17,15,2,2022-23,4.2,0.0,0.0,19.666666666666668,0.6666666666666666,4.466666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,11.533333333333333,90.0,0.0,0.0,0.0,0.0,0.0,182425.0,0.0,4.666666666666667,4.666666666666667,4999.333333333333,11663.666666666666,6664.333333333333,45.0,0.0,0,0,21,1,0.6,0.0,0.0,0.0,0.0,0,0,13.0,90,0,0,0,0,0,184962,0.0,2.0,6,5388,12780,7392,45,0
1209,Conor Gallagher,MID,Chelsea,1,15,0,2022-23,1.4,0.3333333333333333,0.0,8.333333333333334,0.0,10.033333333333333,0.0,0.0,0.0,0.0,1.0,0.0,10.933333333333332,31.0,0.0,0.0,0.0,0.0,0.0,72079.33333333333,0.0,11.333333333333334,2.0,-5595.0,2219.6666666666665,7814.666666666667,57.0,0.0,1,0,22,0,29.8,0.0,0.0,0.0,0.0,3,0,32.8,78,0,0,0,0,0,65520,0.0,34.0,5,-6421,1391,7812,57,0
1210,Joël Veltman,DEF,Brighton,20,15,1,2022-23,1.5,0.0,0.3333333333333333,12.0,0.3333333333333333,6.833333333333332,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,8.0,51.666666666666664,0.0,0.0,0.0,0.0,0.0,527051.3333333334,0.0,2.6666666666666665,2.6666666666666665,-24695.666666666668,23016.666666666668,47712.333333333336,47.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,436947,0.0,0.0,0,-73849,1360,75209,47,0
1211,James Ward-Prowse,MID,Southampton,15,15,2,2022-23,2.2,0.0,0.0,14.0,0.3333333333333333,30.100000000000005,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,11.333333333333334,90.0,0.0,0.0,0.0,0.0,0.0,640765.3333333334,0.0,0.6666666666666666,2.3333333333333335,-34906.0,9809.666666666666,44715.666666666664,63.333333333333336,0.0,0,0,15,0,56.3,0.0,0.0,0.0,0.0,1,0,9.8,90,0,0,0,0,0,593455,0.0,1.0,2,-47754,4949,52703,63,0
1212,Jadon Sancho,MID,Man Utd,2,15,0,2022-23,1.5,0.3333333333333333,0.0,7.666666666666667,0.3333333333333333,22.03333333333333,0.0,0.0,0.0,0.0,0.0,0.0,9.533333333333333,45.666666666666664,0.0,0.0,0.0,0.0,0.0,513839.3333333333,0.0,14.333333333333334,2.3333333333333335,-26450.333333333332,8109.666666666667,34560.0,72.66666666666667,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,483303,0.0,0.0,0,-40829,7360,48189,72,0
1213,Mathias Jensen,MID,Brentford,16,15,5,2022-23,3.1,0.0,0.0,7.333333333333333,0.3333333333333333,28.566666666666666,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,11.866666666666667,61.666666666666664,0.0,0.0,0.0,0.0,0.0,214647.66666666666,0.0,3.0,2.0,-15925.666666666666,5502.333333333333,21428.0,49.666666666666664,0.0,0,0,4,0,11.3,0.0,0.0,0.0,0.0,0,0,2.6,36,0,0,0,0,0,200517,0.0,2.0,1,-22680,4334,27014,49,0
1214,Virgil van Dijk,DEF,Liverpool,18,15,2,2022-23,4.5,0.0,0.3333333333333333,16.666666666666668,0.3333333333333333,2.4,0.0,0.0,0.0,0.0,1.0,0.0,19.06666666666667,90.0,0.0,0.0,0.0,0.0,0.0,1665616.0,0.0,15.333333333333334,3.3333333333333335,105916.66666666667,143149.33333333334,37232.666666666664,64.33333333333333,0.0,0,0,13,0,1.9,0.0,0.0,0.0,0.0,2,0,16.0,90,0,0,0,0,0,1634192,0.0,12.0,1,-6177,54724,60901,65,0
