,name,position,team,opponent_team,round,total_points,season,xP,assists_avg_last3,bonus_avg_last3,bps_avg_last3,clean_sheets_avg_last3,creativity_avg_last3,expected_assists_avg_last3,expected_goal_involvements_avg_last3,expected_goals_avg_last3,expected_goals_conceded_avg_last3,goals_conceded_avg_last3,goals_scored_avg_last3,influence_avg_last3,minutes_avg_last3,own_goals_avg_last3,penalties_missed_avg_last3,penalties_saved_avg_last3,red_cards_avg_last3,saves_avg_last3,selected_avg_last3,starts_avg_last3,threat_avg_last3,total_points_avg_last3,transfers_balance_avg_last3,transfers_in_avg_last3,transfers_out_avg_last3,value_avg_last3,yellow_cards_avg_last3,assists_prev_week,bonus_prev_week,bps_prev_week,clean_sheets_prev_week,creativity_prev_week,expected_assists_prev_week,expected_goal_involvements_prev_week,expected_goals_prev_week,expected_goals_conceded_prev_week,goals_conceded_prev_week,goals_scored_prev_week,influence_prev_week,minutes_prev_week,own_goals_prev_week,penalties_missed_prev_week,penalties_saved_prev_week,red_cards_prev_week,saves_prev_week,selected_prev_week,starts_prev_week,threat_prev_week,total_points_prev_week,transfers_balance_prev_week,transfers_in_prev_week,transfers_out_prev_week,value_prev_week,yellow_cards_prev_week
1215,Dejan Kulusevski,MID,Spurs,12,15,4,2022-23,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,449476.3333333333,0.0,0.0,0.0,-40561.666666666664,533.3333333333334,41095.0,80.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,414022,0.0,0.0,0,-41453,207,41660,80,0
1216,James Maddison,MID,Leicester,8,15,11,2022-23,4.6,0.0,0.0,13.0,0.3333333333333333,25.5,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,19.53333333333333,60.0,0.0,0.0,0.0,0.0,0.0,910885.3333333334,0.0,8.333333333333334,3.3333333333333335,-387989.3333333333,48532.333333333336,436521.6666666667,82.0,0.0,0,0,15,0,57.0,0.0,0.0,0.0,0.0,1,0,14.8,90,0,0,0,0,0,941370,0.0,0.0,2,-70136,71293,141429,82,0
1217,Raheem Sterling,MID,Chelsea,1,15,1,2022-23,1.8,0.0,0.0,6.0,0.3333333333333333,25.96666666666667,0.0,0.0,0.0,0.0,1.0,0.0,6.0,56.0,0.0,0.0,0.0,0.0,0.0,717581.3333333334,0.0,12.666666666666666,1.6666666666666667,-83919.0,23050.333333333332,106969.33333333333,98.33333333333333,0.3333333333333333,0,0,4,0,30.5,0.0,0.0,0.0,0.0,3,0,5.0,62,0,0,0,0,0,591975,0.0,10.0,1,-81641,9043,90684,98,1
1218,Riyad Mahrez,MID,Man City,9,15,0,2022-23,1.2,0.0,0.0,0.0,0.0,5.2,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,1.8666666666666665,20.333333333333332,0.0,0.0,0.0,0.0,0.0,153874.66666666666,0.0,12.333333333333334,0.3333333333333333,-1639.0,3137.0,4776.0,75.0,0.3333333333333333,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,152043,0.0,0.0,0,-2835,2847,5682,75,0
1219,Danny Ings,FWD,Aston Villa,14,15,1,2022-23,3.8,0.0,1.0,20.666666666666668,0.3333333333333333,17.96666666666667,0.0,0.0,0.0,0.0,2.0,0.6666666666666666,30.533333333333335,82.66666666666667,0.0,0.0,0.0,0.0,0.0,108421.0,0.0,44.333333333333336,5.333333333333333,5291.0,9712.333333333334,4421.333333333333,66.33333333333333,0.3333333333333333,0,0,2,0,10.6,0.0,0.0,0.0,0.0,4,0,3.0,90,0,0,0,0,0,121391,0.0,4.0,2,19592,24062,4470,66,0
1220,Youri Tielemans,MID,Leicester,8,15,11,2022-23,5.2,0.0,0.0,17.333333333333332,0.6666666666666666,2.5666666666666664,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,26.800000000000008,90.0,0.0,0.0,0.0,0.0,0.0,170075.33333333334,0.0,7.333333333333333,4.0,-4241.0,7399.666666666667,11640.666666666666,63.0,0.3333333333333333,0,0,13,0,4.8,0.0,0.0,0.0,0.0,1,0,26.8,90,0,0,0,0,0,163703,0.0,7.0,2,-3473,8274,11747,63,0
1221,Alexis Mac Allister,MID,Brighton,20,15,2,2022-23,2.0,0.0,0.0,15.666666666666666,0.3333333333333333,28.666666666666668,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,12.000000000000005,88.66666666666667,0.0,0.0,0.0,0.0,0.0,604253.3333333334,0.0,5.666666666666667,2.0,-74659.66666666667,19162.0,93821.66666666667,56.0,0.3333333333333333,0,0,23,0,56.6,0.0,0.0,0.0,0.0,1,0,20.6,90,0,0,0,0,0,501289,0.0,0.0,2,-103651,7556,111207,55,0
1222,Eberechi Eze,MID,Crystal Palace,19,15,6,2022-23,4.8,0.0,1.0,15.0,0.3333333333333333,37.46666666666667,0.0,0.0,0.0,0.0,1.3333333333333333,0.3333333333333333,20.933333333333334,80.33333333333333,0.0,0.0,0.0,0.0,0.0,459587.6666666667,0.0,22.666666666666668,5.0,76861.66666666667,107879.33333333333,31017.666666666668,56.666666666666664,0.0,0,0,4,1,27.6,0.0,0.0,0.0,0.0,0,0,9.4,62,0,0,0,0,0,518938,0.0,13.0,3,3370,62726,59356,57,0
1223,Martin Ødegaard,MID,Arsenal,6,15,3,2022-23,5.2,0.3333333333333333,0.6666666666666666,26.0,0.6666666666666666,44.4,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,29.2,81.33333333333333,0.0,0.0,0.0,0.0,0.0,1427743.0,0.0,38.666666666666664,6.0,-8461.666666666666,56276.0,64737.666666666664,64.0,0.0,0,2,33,1,66.3,0.0,0.0,0.0,0.0,0,1,49.4,90,0,0,0,0,0,1406616,0.0,61.0,10,-24556,45562,70118,64,0
1224,Ethan Pinnock,DEF,Brentford,16,15,1,2022-23,3.7,0.0,0.0,17.0,0.3333333333333333,7.166666666666667,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,21.599999999999998,90.0,0.0,0.0,0.0,0.0,0.0,4465.666666666667,0.0,8.0,2.6666666666666665,1392.3333333333333,1819.0,426.6666666666667,44.0,0.0,0,0,13,0,20.3,0.0,0.0,0.0,0.0,1,0,19.8,90,0,0,0,0,0,6409,0.0,0.0,2,2155,2754,599,44,0
1225,Vicente Guaita,GK,Crystal Palace,19,15,2,2022-23,5.4,0.0,0.6666666666666666,18.666666666666668,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,26.333333333333332,90.0,0.0,0.0,0.0,0.0,3.3333333333333335,350371.6666666667,0.0,0.0,4.666666666666667,15948.0,27941.0,11993.0,45.0,0.0,0,2,30,1,0.0,0.0,0.0,0.0,0.0,0,0,36.2,90,0,0,0,0,4,323051,0.0,0.0,9,-3376,9709,13085,45,0
1226,Hugo Lloris,GK,Spurs,12,15,2,2022-23,2.3,0.0,0.0,18.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,30.666666666666668,90.0,0.0,0.0,0.0,0.0,4.333333333333333,608408.3333333334,0.0,0.0,2.0,-4683.333333333333,18337.666666666668,23021.0,55.0,0.0,0,0,14,0,0.0,0.0,0.0,0.0,0.0,2,0,21.6,90,0,0,0,0,2,613534,0.0,0.0,1,2170,23803,21633,55,0
1227,Nick Pope,GK,Newcastle,17,15,3,2022-23,4.6,0.0,0.0,18.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,8.466666666666667,90.0,0.0,0.0,0.0,0.0,1.0,2216522.6666666665,0.0,0.0,4.666666666666667,-13067.333333333334,53439.666666666664,66507.0,53.0,0.3333333333333333,0,0,20,1,0.0,0.0,0.0,0.0,0.0,0,0,1.0,90,0,0,0,0,0,2198605,0.0,0.0,6,12744,69021,56277,53,0
1228,Fabian Schär,DEF,Newcastle,6,16,7,2022-23,4.5,0.0,0.0,14.666666666666666,0.3333333333333333,4.1000000000000005,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,21.0,87.33333333333333,0.0,0.0,0.0,0.0,0.0,1282157.0,0.0,10.0,3.3333333333333335,-3095.3333333333335,91263.0,94358.33333333333,49.0,0.0,0,0,10,0,0.3,0.0,0.0,0.0,0.0,1,0,16.2,90,0,0,0,0,0,1241216,0.0,0.0,2,-99943,67817,167760,49,0
1229,Alisson Ramses Becker,GK,Liverpool,17,16,3,2022-23,3.7,0.0,0.0,20.666666666666668,0.0,0.0,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,35.266666666666666,90.0,0.0,0.0,0.0,0.0,4.666666666666667,1654656.6666666667,0.0,0.0,3.0,60124.666666666664,108697.33333333333,48572.666666666664,54.0,0.0,0,0,20,0,0.0,0.0,0.0,0.0,0.0,1,0,37.8,90,0,0,0,0,4,1641982,0.0,0.0,3,-53759,37184,90943,54,0
1230,Che Adams,FWD,Southampton,12,16,8,2022-23,3.0,0.0,0.0,1.0,0.0,12.033333333333333,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,3.7999999999999976,56.666666666666664,0.0,0.0,0.0,0.0,0.0,97592.66666666667,0.0,30.333333333333332,1.6666666666666667,-1827.3333333333333,8624.0,10451.333333333334,64.0,0.0,0,0,5,0,12.0,0.0,0.0,0.0,0.0,3,0,0.8,63,0,0,0,0,0,100439,0.0,28.0,2,4367,13622,9255,64,0
1231,Rodrigo Hernandez,MID,Man City,4,16,2,2022-23,3.3,0.0,0.0,14.333333333333334,0.3333333333333333,12.933333333333332,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,18.799999999999997,90.0,0.0,0.0,0.0,0.0,0.0,173901.66666666666,0.0,9.666666666666666,2.3333333333333335,-2893.0,3694.3333333333335,6587.333333333333,57.0,0.0,0,0,17,0,15.8,0.0,0.0,0.0,0.0,1,0,23.0,90,0,0,0,0,0,170608,0.0,0.0,2,-3954,2914,6868,57,0
1232,Jack Grealish,MID,Man City,4,16,0,2022-23,3.7,0.3333333333333333,0.0,9.333333333333334,0.3333333333333333,21.2,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,3.466666666666667,76.33333333333333,0.0,0.0,0.0,0.0,0.0,123071.66666666667,0.0,11.333333333333334,3.3333333333333335,81.66666666666667,3810.0,3728.3333333333335,68.0,0.0,0,0,5,0,6.1,0.0,0.0,0.0,0.0,1,0,0.0,63,0,0,0,0,0,125114,0.0,26.0,2,2725,6349,3624,68,0
1233,Jack Harrison,MID,Leeds,18,16,0,2022-23,0.4,0.3333333333333333,0.0,5.666666666666667,0.0,16.333333333333332,0.0,0.0,0.0,0.0,2.0,0.0,6.066666666666666,68.66666666666667,0.0,0.0,0.0,0.0,0.0,283909.0,0.0,17.333333333333332,2.6666666666666665,-30356.666666666668,7251.0,37607.666666666664,59.333333333333336,0.0,0,0,6,0,17.7,0.0,0.0,0.0,0.0,2,0,5.6,45,0,0,0,0,0,261072,0.0,0.0,1,-15939,12121,28060,59,0
1234,Rodrigo Moreno,MID,Leeds,18,16,13,2022-23,8.2,0.0,0.0,22.666666666666668,0.0,11.266666666666666,0.0,0.0,0.0,0.0,1.6666666666666667,1.0,35.333333333333336,64.66666666666667,0.0,0.0,0.0,0.0,0.0,640619.0,0.0,47.666666666666664,6.666666666666667,8250.0,67581.66666666667,59331.666666666664,63.0,0.0,0,0,21,0,2.8,0.0,0.0,0.0,0.0,3,1,30.2,80,0,0,0,0,0,716153,0.0,29.0,7,132200,158740,26540,63,0
1235,Erling Haaland,FWD,Man City,4,16,1,2022-23,3.0,0.0,1.3333333333333333,26.666666666666668,0.0,4.000000000000003,0.0,0.0,0.0,0.0,0.3333333333333333,1.0,32.199999999999996,35.0,0.0,0.0,0.0,0.0,0.0,8783710.0,0.0,40.333333333333336,6.0,-20623.0,204874.33333333334,225497.33333333334,121.66666666666667,0.3333333333333333,0,1,25,0,0.3,0.0,0.0,0.0,0.0,0,1,30.2,26,0,0,0,0,0,8618103,0.0,63.0,5,-153760,158925,312685,121,1
1236,Phil Foden,MID,Man City,4,16,9,2022-23,4.7,0.0,0.0,2.6666666666666665,0.0,2.033333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.2666666666666668,22.333333333333332,0.0,0.0,0.0,0.0,0.0,2921991.3333333335,0.0,1.3333333333333333,1.0,226557.33333333334,432298.3333333333,205741.0,84.33333333333333,0.0,0,0,3,0,3.8,0.0,0.0,0.0,0.0,0,0,2.2,26,0,0,0,0,0,2772176,0.0,0.0,1,-293231,149102,442333,84,0
1237,Kevin De Bruyne,MID,Man City,4,16,2,2022-23,7.7,0.3333333333333333,2.3333333333333335,30.0,0.3333333333333333,64.03333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,41.53333333333334,90.0,0.0,0.0,0.0,0.0,0.0,3567471.0,0.0,31.333333333333332,9.0,278404.6666666667,334687.6666666667,56283.0,124.0,0.0,1,2,26,0,81.2,0.0,0.0,0.0,0.0,1,0,30.6,90,0,0,0,0,0,4083840,0.0,18.0,7,594730,609879,15149,125,0
1238,Ben Mee,DEF,Brentford,13,16,5,2022-23,4.7,0.0,1.0,13.666666666666666,0.0,3.466666666666667,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,22.733333333333334,60.0,0.0,0.0,0.0,0.0,0.0,477665.6666666667,0.0,7.666666666666667,4.0,57057.666666666664,74780.0,17722.333333333332,45.333333333333336,0.0,0,0,13,0,0.1,0.0,0.0,0.0,0.0,2,0,19.6,90,0,0,0,0,0,549828,0.0,0.0,1,91856,104484,12628,46,0
1239,Ivan Toney,FWD,Brentford,13,16,13,2022-23,3.7,0.0,0.0,3.0,0.0,6.199999999999998,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,2.3333333333333335,60.0,0.0,0.0,0.0,0.0,0.0,2572511.6666666665,0.0,17.333333333333332,1.0,-390938.0,176619.0,567557.0,74.33333333333333,0.3333333333333333,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,1638678,0.0,0.0,0,-1466181,20329,1486510,74,0
1240,Robert Sánchez,GK,Brighton,2,16,1,2022-23,2.7,0.0,0.3333333333333333,17.333333333333332,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,30.466666666666665,90.0,0.0,0.0,0.0,0.0,3.6666666666666665,1491587.0,0.0,0.0,2.6666666666666665,-38349.0,31304.0,69653.0,46.333333333333336,0.0,0,0,16,0,0.0,0.0,0.0,0.0,0.0,2,0,28.4,90,0,0,0,0,3,1513274,0.0,0.0,2,55869,78144,22275,46,0
1241,Pierre-Emile Højbjerg,MID,Spurs,11,16,2,2022-23,3.5,0.3333333333333333,0.0,11.0,0.0,13.166666666666666,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,13.0,60.0,0.0,0.0,0.0,0.0,0.0,316078.6666666667,0.0,12.0,2.3333333333333335,-20932.333333333332,17811.333333333332,38743.666666666664,55.333333333333336,0.0,0,0,12,0,3.6,0.0,0.0,0.0,0.0,2,0,13.2,90,0,0,0,0,0,289655,0.0,19.0,2,-11728,13185,24913,55,0
1242,Declan Rice,MID,West Ham,10,16,2,2022-23,2.2,0.0,0.0,14.333333333333334,0.3333333333333333,20.566666666666666,0.0,0.0,0.0,0.0,1.0,0.0,19.8,90.0,0.0,0.0,0.0,0.0,0.0,443946.3333333333,0.0,11.666666666666666,2.3333333333333335,-6378.666666666667,15539.666666666666,21918.333333333332,48.0,0.0,0,0,14,0,13.8,0.0,0.0,0.0,0.0,2,0,11.4,90,0,0,0,0,0,431264,0.0,1.0,2,-12601,12289,24890,48,0
1243,David Raya Martin,GK,Brentford,13,16,3,2022-23,1.7,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3333333333333335,0.0,41.199999999999996,90.0,0.0,0.0,0.0,0.0,5.0,877250.3333333334,0.0,0.0,2.3333333333333335,44923.0,65432.333333333336,20509.333333333332,46.0,0.0,0,0,21,0,0.0,0.0,0.0,0.0,0.0,2,0,45.2,90,0,0,0,0,5,900453,0.0,0.0,2,7934,33927,25993,46,0
1244,Joachim Andersen,DEF,Crystal Palace,16,16,2,2022-23,3.8,0.0,0.0,16.0,0.3333333333333333,0.7000000000000001,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,17.933333333333334,90.0,0.0,0.0,0.0,0.0,0.0,336104.3333333333,0.0,12.0,3.0,-6602.0,9808.0,16410.0,45.0,0.0,0,0,10,0,0.8,0.0,0.0,0.0,0.0,1,0,12.2,90,0,0,0,0,0,329761,0.0,0.0,2,-5283,6232,11515,45,0
1245,Ederson Santana de Moraes,GK,Man City,4,16,2,2022-23,5.3,0.3333333333333333,0.6666666666666666,22.333333333333332,0.3333333333333333,4.333333333333333,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,25.33333333333334,90.0,0.0,0.0,0.0,0.0,2.3333333333333335,1485841.6666666667,0.0,0.0,5.333333333333333,-2870.0,41872.333333333336,44742.333333333336,54.0,0.0,0,0,13,0,0.0,0.0,0.0,0.0,0.0,1,0,10.2,90,0,0,0,0,1,1517450,0.0,0.0,2,40635,75942,35307,54,0
1246,Jarrod Bowen,MID,West Ham,10,16,2,2022-23,2.2,0.0,0.0,2.3333333333333335,0.3333333333333333,9.866666666666665,0.0,0.0,0.0,0.0,1.0,0.0,4.333333333333333,89.0,0.0,0.0,0.0,0.0,0.0,462438.0,0.0,19.333333333333332,2.3333333333333335,-64061.0,34674.333333333336,98735.33333333333,81.33333333333333,0.0,0,0,1,0,18.9,0.0,0.0,0.0,0.0,2,0,1.4,90,0,0,0,0,0,402614,0.0,8.0,2,-1617,43139,44756,81,0
1247,Ben Davies,DEF,Liverpool,17,16,0,2022-23,0.0,0.0,0.0,10.666666666666666,0.0,3.4,0.0,0.0,0.0,0.0,1.3333333333333333,0.3333333333333333,16.266666666666666,60.0,0.0,0.0,0.0,0.0,0.0,66204.33333333333,0.0,12.333333333333334,2.6666666666666665,1923.3333333333333,4944.333333333333,3021.0,46.0,0.0,0,0,13,0,5.9,0.0,0.0,0.0,0.0,2,0,12.4,90,0,0,0,0,0,102878,0.0,0.0,1,5852,10183,4331,49,0
1248,Bryan Mbeumo,FWD,Brentford,13,16,1,2022-23,2.7,0.3333333333333333,0.3333333333333333,13.333333333333334,0.0,27.566666666666663,0.0,0.0,0.0,0.0,2.0,0.3333333333333333,24.399999999999995,74.0,0.0,0.0,0.0,0.0,0.0,182441.66666666666,0.0,36.333333333333336,4.0,13114.333333333334,28385.0,15270.666666666666,58.0,0.6666666666666666,0,1,28,0,29.1,0.0,0.0,0.0,0.0,1,1,41.0,80,0,0,0,0,0,220605,0.0,26.0,6,54118,67399,13281,58,1
1249,Marcus Rashford,MID,Man Utd,9,16,2,2022-23,4.0,0.0,0.0,10.666666666666666,0.6666666666666666,8.9,0.0,0.0,0.0,0.0,1.0,0.3333333333333333,14.866666666666669,86.66666666666667,0.0,0.0,0.0,0.0,0.0,1861662.0,0.0,46.0,4.333333333333333,132545.66666666666,236520.0,103974.33333333333,66.33333333333333,0.0,0,0,5,0,8.3,0.0,0.0,0.0,0.0,3,0,1.6,90,0,0,0,0,0,2147671,0.0,10.0,2,377689,426976,49287,67,0
1250,Bukayo Saka,MID,Arsenal,20,16,3,2022-23,4.5,0.6666666666666666,0.0,11.0,0.3333333333333333,29.099999999999998,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,16.133333333333336,68.66666666666667,0.0,0.0,0.0,0.0,0.0,1785842.0,0.0,9.0,3.3333333333333335,101902.66666666667,232577.33333333334,130674.66666666667,79.66666666666667,0.6666666666666666,1,0,16,1,43.5,0.0,0.0,0.0,0.0,0,0,23.8,90,0,0,0,0,0,1787092,0.0,6.0,5,-120800,83891,204691,80,1
1251,Trent Alexander-Arnold,DEF,Liverpool,17,16,2,2022-23,3.0,0.0,0.0,15.0,0.0,30.366666666666664,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,17.6,65.33333333333333,0.0,0.0,0.0,0.0,0.0,2109932.3333333335,0.0,7.0,1.6666666666666667,-29897.333333333332,64968.333333333336,94865.66666666667,72.0,0.0,0,0,14,0,12.3,0.0,0.0,0.0,0.0,1,0,21.4,90,0,0,0,0,0,2018709,0.0,2.0,2,-111607,19114,130721,72,0
1252,Mohamed Salah,MID,Liverpool,17,16,2,2022-23,9.0,0.0,1.0,21.666666666666668,0.0,9.833333333333334,0.0,0.0,0.0,0.0,1.3333333333333333,1.0,39.26666666666667,90.0,0.0,0.0,0.0,0.0,0.0,3412613.0,0.0,75.66666666666667,8.0,-122887.66666666667,120536.0,243423.66666666666,128.0,0.0,0,3,41,0,3.7,0.0,0.0,0.0,0.0,1,2,71.2,90,0,0,0,0,0,3189108,0.0,63.0,15,-230891,66696,297587,128,0
1253,Lewis Dunk,DEF,Brighton,2,16,1,2022-23,1.3,0.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,17.46666666666667,90.0,0.0,0.0,0.0,0.0,0.0,597336.3333333334,0.0,2.0,1.3333333333333333,-7071.333333333333,31121.0,38192.333333333336,47.0,0.0,0,0,12,0,2.1,0.0,0.0,0.0,0.0,2,0,20.6,90,0,0,0,0,0,625139,0.0,6.0,1,41619,61644,20025,47,0
1254,Emiliano Buendía Stati,MID,Aston Villa,5,16,2,2022-23,2.0,0.0,0.0,7.0,0.3333333333333333,10.033333333333335,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,7.266666666666667,69.33333333333333,0.0,0.0,0.0,0.0,0.0,35936.333333333336,0.0,31.666666666666668,2.3333333333333335,-1366.6666666666667,842.6666666666666,2209.3333333333335,57.333333333333336,0.0,0,0,9,0,1.9,0.0,0.0,0.0,0.0,1,0,8.4,78,0,0,0,0,0,34632,0.0,4.0,2,-1711,523,2234,57,0
1255,Aaron Ramsdale,GK,Arsenal,20,16,6,2022-23,6.5,0.0,0.0,19.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,13.066666666666668,90.0,0.0,0.0,0.0,0.0,1.6666666666666667,1129725.3333333333,0.0,0.0,4.666666666666667,4546.0,36090.666666666664,31544.666666666668,49.0,0.0,0,0,21,1,0.0,0.0,0.0,0.0,0.0,0,0,12.8,90,0,0,0,0,1,1126726,0.0,0.0,6,-18372,20985,39357,49,0
1256,Tyrick Mitchell,DEF,Crystal Palace,16,16,0,2022-23,4.8,0.3333333333333333,1.0,18.0,0.3333333333333333,7.833333333333333,0.0,0.0,0.0,0.0,1.3333333333333333,0.0,19.2,90.0,0.0,0.0,0.0,0.0,0.0,97810.66666666667,0.0,16.0,4.666666666666667,-478.3333333333333,3997.6666666666665,4476.0,45.0,0.3333333333333333,0,0,10,0,3.8,0.0,0.0,0.0,0.0,1,0,10.2,90,0,0,0,0,0,100507,0.0,46.0,2,4736,7352,2616,45,0
1257,Max Kilman,DEF,Wolves,1,16,1,2022-23,0.8,0.0,0.0,10.333333333333334,0.0,0.9333333333333332,0.0,0.0,0.0,0.0,2.6666666666666665,0.0,13.066666666666668,90.0,0.0,0.0,0.0,0.0,0.0,313865.0,0.0,4.333333333333333,1.0,-23698.666666666668,7513.0,31211.666666666668,45.666666666666664,0.0,0,0,10,0,0.4,0.0,0.0,0.0,0.0,3,0,14.2,90,0,0,0,0,0,288749,0.0,0.0,1,-22361,5265,27626,45,0
1258,Dwight McNeil,MID,Everton,3,16,2,2022-23,2.2,0.0,0.0,9.333333333333334,0.0,6.199999999999999,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,13.600000000000001,33.666666666666664,0.0,0.0,0.0,0.0,0.0,15617.666666666666,0.0,7.666666666666667,3.0,-153.33333333333334,849.6666666666666,1003.0,52.0,0.0,0,0,6,0,17.9,0.0,0.0,0.0,0.0,1,0,6.4,70,0,0,0,0,0,15441,0.0,6.0,2,-786,516,1302,52,0
1259,Ezri Konsa Ngoyo,DEF,Aston Villa,5,16,2,2022-23,1.3,0.0,0.0,17.333333333333332,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,1.6666666666666667,0.0,17.333333333333332,90.0,0.0,0.0,0.0,0.0,0.0,39707.666666666664,0.0,0.6666666666666666,2.6666666666666665,-2179.6666666666665,832.3333333333334,3012.0,44.0,0.0,0,0,14,0,0.2,0.0,0.0,0.0,0.0,1,0,14.0,90,0,0,0,0,0,37409,0.0,2.0,2,-3092,486,3578,44,0
1260,Kieran Trippier,DEF,Newcastle,6,16,7,2022-23,9.5,0.6666666666666666,1.6666666666666667,35.666666666666664,0.6666666666666666,33.73333333333333,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,36.13333333333333,86.33333333333333,0.0,0.0,0.0,0.0,0.0,6602670.666666667,0.0,2.0,8.333333333333334,183143.0,209041.66666666666,25898.666666666668,58.0,0.0,1,3,37,1,18.5,0.0,0.0,0.0,0.0,0,0,32.6,79,0,0,0,0,0,6864281,0.0,0.0,12,238047,247397,9350,59,0
1261,Aymeric Laporte,DEF,Man City,4,16,1,2022-23,3.3,0.0,0.0,12.333333333333334,0.3333333333333333,7.533333333333332,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,6.333333333333333,60.0,0.0,0.0,0.0,0.0,0.0,36190.666666666664,0.0,4.0,2.6666666666666665,3256.6666666666665,4646.666666666667,1390.0,58.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,42904,0.0,0.0,0,6857,9232,2375,58,0
1262,Joelinton Cássio Apolinário de Lira,MID,Newcastle,6,16,3,2022-23,2.8,0.0,0.0,11.333333333333334,0.3333333333333333,9.466666666666667,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,17.866666666666667,60.0,0.0,0.0,0.0,0.0,0.0,59980.666666666664,0.0,14.666666666666666,3.0,-8344.666666666666,2041.6666666666667,10386.333333333334,59.0,0.3333333333333333,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,52851,0.0,0.0,0,-9785,1111,10896,59,0
1263,Alex Iwobi,MID,Everton,3,16,2,2022-23,2.8,0.6666666666666666,1.0,20.333333333333332,0.6666666666666666,29.866666666666664,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,20.53333333333333,90.0,0.0,0.0,0.0,0.0,0.0,166950.0,0.0,13.666666666666666,5.666666666666667,45308.666666666664,58612.333333333336,13303.666666666666,55.333333333333336,0.0,0,0,16,0,41.3,0.0,0.0,0.0,0.0,2,0,14.4,90,0,0,0,0,0,217490,0.0,32.0,2,14458,38543,24085,56,0
1264,Joel Matip,DEF,Liverpool,17,16,0,2022-23,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80102.33333333333,0.0,0.0,0.0,-3549.6666666666665,115.66666666666667,3665.3333333333335,59.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0,0,0,0,77442,0.0,0.0,0,-2282,136,2418,59,0
1265,Saïd Benrahma,MID,West Ham,10,16,2,2022-23,4.8,0.0,0.0,18.333333333333332,0.3333333333333333,15.066666666666665,0.0,0.0,0.0,0.0,0.6666666666666666,0.6666666666666666,30.333333333333332,81.0,0.0,0.0,0.0,0.0,0.0,88394.33333333333,0.0,36.0,5.666666666666667,3553.6666666666665,7620.333333333333,4066.6666666666665,56.0,0.0,0,0,22,0,1.8,0.0,0.0,0.0,0.0,1,1,36.6,63,0,0,0,0,0,96752,0.0,7.0,7,10699,15304,4605,56,0
