,name,position,team,opponent_team,round,xP,season,minutes_lag_1,minutes_lag_2,bps_lag_1,minutes_lag_3,influence_lag_1,total_points_lag_1,selected_lag_1,selected_lag_2,selected_lag_3,threat_lag_1,bps_lag_2,influence_lag_2,creativity_lag_1,bps_lag_3,influence_lag_3,total_points_lag_2,threat_lag_2,total_points_lag_3,transfers_in_lag_2,creativity_lag_2,goals_conceded_lag_1,goals_conceded_lag_1.1,value_lag_2,value_lag_1,value_lag_3,threat_lag_3,creativity_lag_3,expected_goal_involvements_lag_1,transfers_in_lag_1,expected_goals_lag_1,transfers_in_lag_3,expected_goals_conceded_lag_1,goals_scored_lag_1,goals_scored_lag_1.1,expected_goal_involvements_lag_2,goals_conceded_lag_2,goals_conceded_lag_2.1,bonus_lag_1,goals_scored_lag_3,goals_scored_lag_3.1,expected_goals_lag_2,goals_conceded_lag_3,goals_conceded_lag_3.1,clean_sheets_lag_2.1,clean_sheets_lag_2,clean_sheets_lag_1,clean_sheets_lag_1.1,expected_assists_lag_1,expected_goal_involvements_lag_3,expected_assists_lag_2,expected_goals_lag_3,bonus_lag_3,goals_scored_lag_2.1,goals_scored_lag_2,transfers_out_lag_1,expected_goals_conceded_lag_2,bonus_lag_2,total_points
4658,Marc Guéhi,DEF,Crystal Palace,11,30,2.8,2022-23,90,90,10,90,16.4,1,111906,114262,117630,2.0,21,28.0,11.2,17,12.4,0,0.0,2,877,1.2,1,1,44,44,44,0.0,1.3,0.0,1265,0.0,2775,0.22,0,0,0.01,4,4,0,0,0,0.0,1,1,0,0,0,0,0.01,0.01,0.01,0.0,0,0,0,4085,1.47,0,8
4659,Raphael Dias Belloli,MID,Leeds,7,30,0.0,2022-23,0,0,0,0,0.0,0,9634,9634,9644,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,70,70,70,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,11,0.0,0,0
4660,Dan Burn,DEF,Newcastle,4,30,3.3,2022-23,84,90,14,90,19.6,2,460660,460660,459680,6.0,24,11.6,0.8,5,4.8,6,9.0,1,32113,11.6,1,1,45,45,45,0.0,0.8,0.0,32113,0.0,59490,0.81,0,0,0.0,0,0,0,0,0,0.11,1,1,1,1,0,0,0.0,0.0,0.01,0.0,0,0,0,20618,0.43,0,2
4661,Mateo Kovacic,MID,Chelsea,20,30,1.5,2022-23,90,79,6,80,6.4,2,49528,49528,55343,16.0,11,5.2,12.8,11,13.2,1,3.0,2,3922,33.8,0,0,49,49,49,6.0,34.8,0.0,3922,0.82,18890,0.35,0,0,0.0,2,2,0,0,0,0.16,1,1,0,0,1,1,0.03,0.19,0.3,0.12,0,0,0,4216,0.77,0,1
4662,Yves Bissouma,MID,Spurs,5,30,0.0,2022-23,0,0,0,0,0.0,0,26126,26350,26511,0.0,0,0.0,0.0,0,0.0,0,0.0,0,18,0.0,0,0,47,47,47,0.0,0.0,0.0,2,0.0,8,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,219,0.0,0,0
4663,Conor Gallagher,MID,Chelsea,20,30,1.0,2022-23,21,10,3,28,1.8,1,52795,52795,53403,0.0,1,0.0,1.4,0,2.2,1,2.0,1,617,0.1,0,0,56,56,56,4.0,1.9,0.0,617,0.0,1356,0.0,0,0,0.0,0,0,0,0,0,0.0,2,2,0,0,0,0,0.01,0.0,0.0,0.0,0,0,0,883,0.04,0,1
4664,Joël Veltman,DEF,Brighton,18,30,3.5,2022-23,90,71,22,90,9.0,6,471902,471902,425346,1.0,16,20.2,2.7,21,8.6,1,28.0,6,87517,7.3,0,0,46,46,46,2.0,2.0,0.0,87517,0.04,147304,1.92,0,0,0.0,3,3,0,0,0,0.17,0,0,0,0,1,1,0.01,0.01,0.02,0.0,0,0,0,9806,1.5,0,1
4665,James Ward-Prowse,MID,Southampton,13,30,2.5,2022-23,90,90,18,90,19.6,2,669240,740244,710815,0.0,32,60.8,19.7,8,10.6,10,31.0,2,42499,72.9,1,1,63,63,63,5.0,4.7,0.0,30095,0.0,75050,1.36,0,0,1.12,3,3,0,0,0,0.97,2,2,0,0,0,0,0.07,0.09,0.15,0.06,0,1,1,80589,2.26,3,2
4666,Harry Maguire,DEF,Man Utd,8,30,2.0,2022-23,0,0,0,1,0.0,0,41760,41760,41233,0.0,0,0.0,0.0,3,2.6,0,0.0,1,469,0.0,0,0,47,47,47,0.0,0.1,0.0,469,0.0,288,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,319,0.0,0,6
4667,César Azpilicueta,DEF,Chelsea,20,30,0.0,2022-23,0,0,0,0,0.0,0,130431,130431,132446,0.0,0,0.0,0.0,0,0.0,0,0.0,0,45,0.0,0,0,47,47,47,0.0,0.0,0.0,45,0.0,28,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2218,0.0,0,0
4668,Jadon Sancho,MID,Man Utd,8,30,3.3,2022-23,70,28,14,72,9.2,3,337934,337934,334636,12.0,4,4.8,16.6,15,14.6,1,0.0,3,5947,1.4,0,0,71,71,71,4.0,6.2,0.0,5947,0.03,1129,0.55,0,0,0.0,2,2,0,0,0,0.0,0,0,0,0,1,1,0.04,0.2,0.01,0.0,0,0,0,2124,1.76,0,6
4669,Mathias Jensen,MID,Brentford,15,30,3.9,2022-23,61,84,9,74,14.0,2,300205,300205,298176,0.0,16,41.4,14.8,34,47.0,5,9.0,10,39749,16.1,1,1,48,48,48,17.0,41.3,0.0,39749,0.0,37830,0.88,0,0,0.0,2,2,0,1,1,0.3,1,1,0,0,0,0,0.06,0.23,0.11,0.05,3,0,0,27205,3.24,0,2
4670,Virgil van Dijk,DEF,Liverpool,1,30,0.0,2022-23,0,90,0,90,0.0,0,1317401,1317401,1304532,0.0,19,26.8,0.0,8,21.2,0,2.0,2,57193,0.2,0,0,65,65,65,32.0,13.7,0.0,57193,0.0,70145,0.0,0,0,0.0,4,4,0,0,0,0.0,1,1,0,0,0,0,0.0,0.42,0.0,0.38,0,0,0,17028,2.96,0,0
4671,Dejan Kulusevski,MID,Spurs,5,30,3.0,2022-23,90,80,9,6,11.8,2,442880,483966,446583,15.0,23,30.8,13.8,1,0.0,5,6.0,1,32803,50.6,1,1,79,79,79,9.0,0.6,0.0,3971,0.07,8107,0.88,0,0,0.61,2,2,0,0,0,0.05,0,0,0,0,0,0,0.03,0.14,0.56,0.14,0,0,0,29496,1.08,0,2
4672,James Maddison,MID,Leicester,3,30,3.0,2022-23,84,90,15,89,12.6,2,1380964,1380964,1197342,15.0,3,7.2,42.9,14,23.4,2,17.0,4,343667,1.9,1,1,83,83,82,2.0,39.1,0.0,343667,0.04,493670,0.95,0,0,0.0,2,2,0,0,0,0.11,1,1,0,0,0,0,0.1,0.26,0.0,0.02,0,0,0,45543,2.29,0,2
4673,Raheem Sterling,MID,Chelsea,20,30,0.5,2022-23,5,0,1,0,1.0,1,374418,374418,379470,0.0,0,0.0,0.3,0,0.0,0,0.0,0,467,0.0,0,0,97,97,97,0.0,0.0,0.0,467,0.0,2591,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,5134,0.0,0,1
4674,Jordan Henderson,MID,Liverpool,1,30,3.3,2022-23,90,90,11,25,4.2,3,55989,55989,56958,5.0,14,6.2,4.1,16,9.0,2,0.0,1,714,2.7,0,0,53,53,53,0.0,3.8,0.0,714,0.14,770,2.12,0,0,0.0,4,4,0,0,0,0.0,0,0,0,0,1,1,0.05,0.02,0.02,0.0,0,0,0,664,2.96,0,5
4675,Christian Pulisic,MID,Chelsea,20,30,1.2,2022-23,0,10,0,61,0.0,0,51413,51413,50878,0.0,3,3.2,0.0,8,10.8,1,21.0,3,1687,0.3,0,0,56,56,56,2.0,18.8,0.0,1687,0.0,1673,0.0,0,0,0.0,0,0,0,0,0,0.02,0,0,0,0,0,0,0.0,0.07,0.0,0.0,0,0,0,989,0.04,0,1
4676,Pascal Struijk,DEF,Leeds,7,30,0.8,2022-23,90,90,20,9,38.4,2,67738,67738,68759,2.0,12,18.4,11.3,5,3.0,0,0.0,1,1770,0.4,1,1,45,45,45,0.0,0.1,0.0,1770,0.0,1529,0.79,0,0,0.0,4,4,0,0,0,0.0,0,0,0,0,0,0,0.01,0.0,0.0,0.0,0,0,0,3118,3.41,0,0
4677,Matt Targett,DEF,Newcastle,4,30,0.7,2022-23,5,0,4,0,4.6,1,57141,57141,57625,0.0,0,0.0,0.3,0,0.0,0,0.0,0,644,0.0,0,0,47,47,47,0.0,0.0,0.0,644,0.0,1628,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,835,0.0,0,0
4678,Seamus Coleman,DEF,Everton,14,30,1.3,2022-23,76,83,9,90,4.8,2,89744,107543,118619,4.0,8,15.0,1.8,17,14.0,1,2.0,5,2456,0.9,1,1,44,44,44,1.0,5.3,0.0,865,0.0,3284,1.34,0,0,0.0,2,2,0,0,0,0.0,0,0,0,0,0,0,0.01,0.02,0.0,0.01,0,0,0,20488,1.99,0,1
4679,Vladimir Coufal,DEF,West Ham,9,30,2.0,2022-23,27,0,5,0,5.6,0,64398,64398,67217,0.0,0,0.0,0.6,0,0.0,0,0.0,0,4822,0.0,2,2,40,40,41,0.0,0.0,0.0,4822,0.0,214,0.65,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2552,0.0,0,6
4680,Riyad Mahrez,MID,Man City,17,30,4.5,2022-23,90,0,23,0,27.6,5,488106,779113,1275063,39.0,0,0.0,77.8,0,0.0,0,0.0,0,6484,0.0,1,1,75,73,77,0.0,0.0,0.0,14777,0.27,43235,0.33,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.15,0.0,0.0,0.0,0,0,0,86445,0.0,0,1
4681,Danny Ings,FWD,West Ham,9,30,1.7,2022-23,27,64,2,85,0.0,1,247575,247575,197892,2.0,6,4.4,2.7,4,1.2,2,2.0,2,67322,3.8,2,2,64,64,64,0.0,10.8,0.0,67322,0.03,16363,0.65,0,0,0.0,0,0,0,0,0,0.0,1,1,1,1,0,0,0.0,0.01,0.0,0.0,0,0,0,10327,0.22,0,2
4682,Victor Lindelöf,DEF,Man Utd,8,30,0.7,2022-23,4,7,3,0,0.0,1,14254,14254,14225,0.0,2,5.6,0.0,0,0.0,1,7.0,0,461,0.0,0,0,41,41,41,0.0,0.0,0.0,461,0.0,644,0.08,0,0,0.0,1,1,0,0,0,0.09,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,402,0.58,0,0
4683,Odsonne Edouard,FWD,Crystal Palace,11,30,3.0,2022-23,85,64,4,78,6.0,2,199203,203008,212037,44.0,3,3.2,24.0,-1,0.0,2,4.0,2,2784,12.4,1,1,50,50,50,15.0,1.3,0.0,5253,0.33,7268,0.22,0,0,0.01,3,3,0,0,0,0.0,1,1,0,0,0,0,0.1,0.29,0.01,0.29,0,0,0,10872,1.07,0,6
4684,Youri Tielemans,MID,Leicester,3,30,0.0,2022-23,0,0,0,0,0.0,0,129302,129302,131485,0.0,0,0.0,0.0,0,0.0,0,0.0,0,49,0.0,0,0,61,61,61,0.0,0.0,0.0,49,0.0,97,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,2323,0.0,0,0
4685,Harrison Reed,MID,Fulham,19,30,3.0,2022-23,68,90,24,90,29.2,7,66844,69781,72072,4.0,12,14.2,13.5,11,11.4,2,4.0,2,776,25.0,1,1,43,43,44,11.0,15.1,0.0,626,0.0,479,1.6,0,0,0.18,3,3,2,0,0,0.0,3,3,0,0,0,0,0.1,0.07,0.18,0.02,0,0,0,1683,2.38,0,-1
4686,Alexis Mac Allister,MID,Brighton,18,30,3.5,2022-23,72,90,13,87,1.2,3,980250,980250,763352,1.0,26,47.6,14.8,5,5.4,6,48.0,3,280702,17.8,0,0,55,55,55,41.0,13.4,0.0,280702,0.05,425836,1.85,0,0,0.0,3,3,0,0,0,0.98,0,0,0,0,1,1,0.03,0.17,0.17,0.14,0,1,1,17941,1.5,0,2
4687,Eberechi Eze,MID,Crystal Palace,11,30,3.5,2022-23,90,8,18,45,20.4,4,211404,226005,236079,41.0,5,4.2,34.6,7,10.8,1,0.0,1,2892,14.5,1,1,54,54,54,8.0,32.7,0.0,1781,0.21,12145,0.22,0,0,0.06,0,0,0,0,0,0.0,0,0,0,0,0,0,0.07,0.06,0.06,0.0,0,0,0,16215,0.05,0,8
4688,Bruno Guimarães Rodriguez Moura,MID,Newcastle,4,30,3.5,2022-23,90,90,21,90,31.0,5,314223,314223,313960,1.0,15,18.4,17.4,15,12.8,3,11.0,2,15828,25.4,1,1,55,55,55,34.0,5.8,0.0,15828,0.05,26073,0.81,0,0,0.0,0,0,0,0,0,0.03,1,1,1,1,0,0,0.03,0.3,0.21,0.18,0,0,0,9426,0.43,0,2
4689,Martin Ødegaard,MID,Arsenal,12,30,3.3,2022-23,84,90,32,90,28.6,6,3418017,3870662,3742774,4.0,13,14.0,30.3,25,42.8,2,18.0,7,169586,22.3,1,1,69,68,69,23.0,29.6,0.0,51814,0.0,35848,0.78,0,0,0.55,1,1,1,1,1,0.25,0,0,0,0,0,0,0.28,0.63,0.3,0.45,0,0,0,450596,0.6,0,2
4690,João Filipe Iria Santos Moutinho,MID,Wolves,6,30,0.7,2022-23,45,14,3,74,1.4,0,38476,39515,39174,4.0,7,7.8,2.5,8,17.0,1,0.0,2,508,1.0,1,1,47,46,47,17.0,15.8,0.0,236,0.12,162,0.55,0,0,0.01,1,1,0,0,0,0.0,1,1,0,0,0,0,0.0,0.12,0.01,0.07,0,0,0,989,0.38,0,1
4691,Ethan Pinnock,DEF,Brentford,15,30,3.1,2022-23,90,90,24,90,39.2,2,134425,134425,143615,0.0,28,73.0,4.4,15,26.4,7,33.0,2,5322,0.0,1,1,44,44,44,4.0,1.1,0.0,5322,0.0,12728,1.1,0,0,0.0,3,3,0,0,0,0.51,1,1,0,0,0,0,0.05,0.01,0.0,0.0,0,1,1,13817,4.45,0,1
4692,Vicente Guaita,GK,Crystal Palace,11,30,0.0,2022-23,90,0,11,0,11.6,2,199345,209593,230680,0.0,0,0.0,0.0,0,0.0,0,0.0,0,1581,0.0,1,1,44,44,44,0.0,0.0,0.0,2200,0.0,9573,0.22,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,17343,0.0,0,0
4693,James Justin,DEF,Leicester,3,30,0.0,2022-23,0,0,0,0,0.0,0,48388,48388,48943,0.0,0,0.0,0.0,0,0.0,0,0.0,0,39,0.0,0,0,42,42,42,0.0,0.0,0.0,39,0.0,45,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,640,0.0,0,0
4694,Hugo Lloris,GK,Spurs,5,30,2.0,2022-23,90,0,21,0,33.4,3,373117,375744,381579,0.0,0,0.0,0.0,0,0.0,0,0.0,0,228,0.0,1,1,54,54,54,0.0,0.0,0.0,847,0.0,97,0.88,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,4210,0.0,0,3
4695,Nick Pope,GK,Newcastle,4,30,5.7,2022-23,90,90,9,90,3.0,2,2281209,2281209,2443784,0.0,22,5.8,10.0,12,14.8,6,0.0,2,20730,0.0,1,1,54,54,54,0.0,0.0,0.0,20730,0.0,99676,0.81,0,0,0.0,0,0,0,0,0,0.0,1,1,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,135117,0.43,0,11
4696,Fabian Schär,DEF,Newcastle,2,31,3.7,2022-23,90,90,13,90,21.6,2,1644780,1520986,1520986,4.0,23,33.0,11.7,21,6.2,5,0.0,6,86443,13.4,1,1,50,50,50,18.0,0.7,0.06,140276,0.06,86443,2.65,0,0,0.0,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.25,0.37,0,0,0,14006,0.81,0,0
4697,Alisson Ramses Becker,GK,Liverpool,11,31,2.5,2022-23,90,90,20,90,24.8,2,1692623,1718409,1718409,0.0,27,24.0,0.0,21,38.4,6,0.0,1,40332,0.0,2,2,54,54,54,0.0,0.0,0.0,10062,0.0,40332,1.41,0,0,0.0,0,0,0,0,0,0.0,4,4,1,1,0,0,0.0,0.0,0.0,0.0,0,0,0,39209,2.12,0,2
4698,Che Adams,FWD,Southampton,7,31,0.0,2022-23,0,0,0,69,0.0,0,107097,115659,123833,0.0,0,0.0,0.0,32,36.8,0,0.0,9,4352,0.0,0,0,61,61,61,47.0,11.9,0.0,231,0.0,4646,0.0,0,0,0.0,0,0,0,1,1,0.0,2,2,0,0,0,0,0.0,0.81,0.0,0.79,3,0,0,9403,0.0,0,0
4699,Rodrigo Hernandez,MID,Man City,10,31,3.3,2022-23,80,82,13,90,3.0,2,199312,200343,207703,0.0,11,12.0,2.8,20,23.4,1,24.0,3,6233,6.1,1,1,56,56,56,30.0,23.4,0.02,3445,0.0,8502,0.35,0,0,0.0,1,1,0,0,0,0.1,0,0,0,0,0,0,0.02,0.33,0.05,0.2,0,0,0,5285,0.33,0,4
4700,Cristiano Ronaldo dos Santos Aveiro,FWD,Man Utd,16,31,0.0,2022-23,0,0,0,0,0.0,0,220236,220629,220629,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,102,102,102,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,410,0.0,0,0
4701,Jack Grealish,MID,Man City,10,31,11.3,2022-23,90,88,41,90,62.0,12,554129,224420,275406,65.0,44,57.0,31.2,15,13.6,12,63.0,3,12702,22.8,1,1,68,69,68,5.0,35.8,0.76,329910,0.4,14146,0.35,1,1,0.0,1,1,2,0,0,0.48,0,0,0,0,0,0,0.36,0.29,0.63,0.07,0,1,1,6985,0.33,2,7
4702,Chris Wood,FWD,Nott'm Forest,14,31,0.0,2022-23,0,0,0,0,0.0,0,66901,69721,69721,0.0,0,0.0,0.0,0,0.0,0,0.0,0,463,0.0,0,0,56,56,56,0.0,0.0,0.0,119,0.0,463,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,3093,0.0,0,0
4703,Leander Dendoncker,MID,Aston Villa,15,31,0.7,2022-23,15,0,3,3,0.0,1,7128,7106,7106,0.0,0,0.0,0.1,3,0.0,0,0.0,1,33,0.0,0,0,47,47,47,0.0,0.0,0.0,39,0.0,33,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,31,0.0,0,3
4704,Aleksandar Mitrović,FWD,Fulham,8,31,0.0,2022-23,0,0,0,90,0.0,0,1483811,1584301,1898109,0.0,0,0.0,0.0,-1,7.8,0,0.0,2,4176,0.0,0,0,66,66,67,21.0,1.2,0.0,379,0.0,21403,0.0,0,0,0.0,0,0,0,0,0,0.0,3,3,0,0,0,0,0.0,0.17,0.0,0.17,0,0,0,107006,0.0,0,0
4705,Emmanuel Dennis,FWD,Nott'm Forest,14,31,2.0,2022-23,0,70,0,66,0.0,0,12863,13245,13245,0.0,12,17.4,0.0,9,20.8,5,19.0,2,600,11.5,0,0,56,56,56,55.0,25.3,0.0,230,0.0,600,0.0,0,0,0.0,2,2,0,0,0,0.2,0,0,0,0,0,0,0.0,0.0,0.04,0.41,0,0,0,601,1.81,0,1
4706,Jack Harrison,MID,Leeds,12,31,3.0,2022-23,90,90,6,84,13.6,2,329194,291563,291563,11.0,30,45.0,17.8,5,5.2,8,42.0,2,57936,24.7,5,5,57,57,57,19.0,2.0,0.08,50429,0.06,57936,3.03,0,0,0.0,1,1,0,0,0,0.82,4,4,0,0,0,0,0.02,0.0,0.07,0.12,0,1,1,11062,0.79,1,2
4707,Stuart Armstrong,MID,Southampton,7,31,0.8,2022-23,29,71,3,69,1.2,1,7296,7337,7543,0.0,6,12.6,0.0,11,3.6,2,6.0,2,64,16.0,2,2,47,47,47,11.0,15.3,0.0,45,0.0,168,1.47,0,0,0.0,1,1,0,0,0,0.02,2,2,0,0,0,0,0.0,0.19,0.03,0.16,0,0,0,107,0.6,0,1
4708,Rodrigo Moreno,MID,Leeds,12,31,0.7,2022-23,30,16,9,25,6.0,1,470733,486140,486140,0.0,7,11.4,1.3,2,0.2,1,13.0,1,40607,11.0,2,2,63,63,63,0.0,0.1,0.14,7130,0.0,40607,0.78,0,0,0.0,0,0,0,0,0,0.01,1,1,0,0,0,0,0.14,0.0,0.03,0.0,0,0,0,19984,0.26,0,2
4709,Frederico Rodrigues de Paula Santos,MID,Man Utd,16,31,1.0,2022-23,14,19,2,8,0.8,1,53758,54182,54182,0.0,1,0.0,1.6,5,6.2,1,4.0,1,2271,1.8,0,0,51,51,51,0.0,0.1,0.0,635,0.0,2271,0.03,0,0,0.0,0,0,0,0,0,0.11,1,1,0,0,0,0,0.0,0.0,0.03,0.0,0,0,0,1199,0.08,0,1
4710,Erling Haaland,FWD,Man City,10,31,9.0,2022-23,68,0,49,90,61.2,12,8645137,8141991,9450139,61.0,0,0.0,0.3,23,25.2,0,0.0,6,130970,0.0,0,0,120,121,122,40.0,4.8,1.03,583798,1.02,17264,0.21,2,2,0.0,0,0,3,1,1,0.0,0,0,0,0,1,1,0.01,1.26,0.0,1.26,0,0,0,143617,0.0,0,12
4711,Phil Foden,MID,Man City,10,31,0.0,2022-23,0,0,0,57,0.0,0,953769,1016038,1167239,0.0,0,0.0,0.0,6,10.6,0,0.0,1,24923,0.0,0,0,80,80,80,15.0,17.5,0.0,421,0.0,124352,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.2,0.0,0.16,0,0,0,66293,0.0,0,0
4712,Scott McTominay,MID,Man Utd,16,31,2.6,2022-23,90,90,30,82,50.4,10,18784,18673,18673,28.0,5,7.2,40.5,4,12.6,2,9.0,2,1132,5.7,0,0,49,49,49,4.0,1.1,0.71,430,0.29,1132,1.02,1,1,0.0,0,0,2,0,0,0.23,1,1,1,1,1,1,0.42,0.0,0.02,0.0,0,0,0,338,0.63,0,0
4713,Mateusz Klich,MID,Leeds,12,31,0.0,2022-23,0,0,0,0,0.0,0,4927,4944,4944,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,46,46,46,0.0,0.0,0.0,0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,18,0.0,0,0
4714,Kevin De Bruyne,MID,Man City,10,31,11.0,2022-23,90,90,40,11,31.4,9,2906676,2700894,2993128,12.0,52,73.2,72.8,5,3.4,13,25.0,1,40545,67.0,1,1,120,121,121,0.0,0.3,0.72,208215,0.04,9452,0.35,0,0,0.0,1,1,1,0,0,0.84,0,0,0,0,0,0,0.68,0.0,0.63,0.0,0,1,1,18501,0.33,3,8
4715,Lucas Rodrigues Moura da Silva,MID,Spurs,3,31,0.0,2022-23,0,6,0,0,0.0,0,17362,17546,17528,0.0,-7,0.0,0.0,0,0.0,-2,0.0,0,190,0.0,0,0,58,58,58,0.0,0.0,0.0,54,0.0,322,0.0,0,0,0.0,1,1,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,298,0.21,0,0
4716,Ben Mee,DEF,Brentford,20,31,1.2,2022-23,81,90,10,90,5.0,1,2185941,2224257,2224257,6.0,12,10.8,0.3,12,20.6,2,0.0,1,88514,0.8,2,2,51,51,51,2.0,14.8,0.05,48828,0.05,88514,0.8,0,0,0.0,1,1,0,0,0,0.0,3,3,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,89326,1.1,0,1
4717,Daniel James,MID,Fulham,8,31,4.7,2022-23,5,21,3,14,0.0,1,18207,18073,17779,0.0,2,6.2,0.8,0,0.2,1,7.0,1,461,0.8,0,0,59,59,60,2.0,0.3,0.0,333,0.0,339,0.74,0,0,0.0,1,1,0,0,0,0.12,0,0,0,0,0,0,0.0,0.0,0.01,0.0,0,0,0,306,0.72,0,12
4718,Bruno Borges Fernandes,MID,Man Utd,16,31,2.5,2022-23,90,90,20,90,31.4,3,1170551,1309253,1309253,31.0,15,14.8,74.3,12,16.0,2,7.0,2,547783,49.3,0,0,96,96,96,2.0,25.8,0.75,43053,0.32,547783,1.02,0,0,0.0,0,0,0,0,0,0.03,2,2,1,1,1,1,0.43,0.0,0.18,0.0,0,0,0,139780,0.63,0,3
4719,Ivan Toney,FWD,Brentford,20,31,4.2,2022-23,90,90,20,90,53.2,4,4294745,4682711,4682711,84.0,5,9.4,7.4,35,49.4,2,9.0,9,169525,13.3,2,2,79,79,79,51.0,11.7,2.27,68294,2.23,169525,1.18,1,1,0.0,1,1,0,1,1,0.12,3,3,0,0,0,0,0.04,0.0,0.01,0.48,3,0,0,455517,1.1,0,2
4720,Cheikhou Kouyaté,MID,Nott'm Forest,14,31,0.1,2022-23,31,26,1,4,0.0,1,11463,11367,11367,2.0,-1,6.0,1.0,2,0.0,0,4.0,1,7,10.0,0,0,44,44,44,2.0,0.3,0.03,110,0.03,7,0.28,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,42,0.3,0,0
4721,Kurt Zouma,DEF,West Ham,1,31,4.3,2022-23,90,90,25,90,29.4,6,138797,134667,134667,21.0,16,41.6,0.0,25,5.6,6,39.0,6,23680,0.3,0,0,44,44,44,4.0,0.4,0.09,9479,0.09,23680,0.68,0,0,0.0,5,5,0,0,0,0.34,0,0,0,0,1,1,0.0,0.0,0.03,0.13,0,1,1,2547,3.12,0,1
4722,Kyle Walker,DEF,Man City,10,31,2.0,2022-23,34,0,3,1,3.8,1,438940,443482,489325,2.0,0,0.0,2.4,3,0.0,0,0.0,1,5332,0.0,1,1,47,47,48,0.0,0.0,0.01,4961,0.0,8841,0.14,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.01,0.0,0.0,0.0,0,0,0,11412,0.0,0,2
4723,Vitaly Janelt,MID,Brentford,20,31,0.5,2022-23,9,0,3,0,1.0,1,13738,14249,14249,0.0,0,0.0,0.3,0,0.0,0,0.0,0,51,0.0,0,0,55,55,55,0.0,0.0,0.02,35,0.0,51,0.38,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.02,0.0,0.0,0.0,0,0,0,644,0.0,0,1
4724,Robert Sánchez,GK,Brighton,6,31,0.2,2022-23,0,0,0,0,0.0,0,1009926,1073906,1073906,0.0,0,0.0,0.0,0,0.0,0,0.0,0,24793,0.0,0,0,46,45,46,0.0,0.0,0.0,2515,0.0,24793,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,67735,0.0,0,1
4725,Edouard Mendy,GK,Chelsea,5,31,0.0,2022-23,0,0,0,0,0.0,0,669177,670208,670208,0.0,0,0.0,0.0,0,0.0,0,0.0,0,150,0.0,0,0,48,48,48,0.0,0.0,0.0,293,0.0,150,0.0,0,0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,1711,0.0,0,0
